https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume BTC
1688601600000,2023-07-06 00:00:00,BTC/UST,30506,31497,29828,29902,31003531.34179604,1036.83804902
1688515200000,2023-07-05 00:00:00,BTC/UST,30765,30871,30213,30510,19132407.639841497,627.08645165
1688428800000,2023-07-04 00:00:00,BTC/UST,31152,31315,30641,30764,7462705.08996432,242.57915388
1688342400000,2023-07-03 00:00:00,BTC/UST,30625,31369,30578,31152,9165582.24538176,294.22130988
1688256000000,2023-07-02 00:00:00,BTC/UST,30590,30795,30186,30630,1840909.2347598001,60.10150946
1688169600000,2023-07-01 00:00:00,BTC/UST,30476,30660,30331,30576,1672877.0766489601,54.712096960000004
1688083200000,2023-06-30 00:00:00,BTC/UST,30450,31271,29500,30480,18377637.3408672,602.94085764
1687996800000,2023-06-29 00:00:00,BTC/UST,30076,30824,30057,30448,6787998.64119344,222.93742253
1687910400000,2023-06-28 00:00:00,BTC/UST,30699,30701,29844,30095,5894900.5902488,195.87641104
1687824000000,2023-06-27 00:00:00,BTC/UST,30265,30999,30233,30681,13473701.57570976,439.15457696
1687737600000,2023-06-26 00:00:00,BTC/UST,30461,30654,29929,30277,11356976.80749905,375.10244765
1687651200000,2023-06-25 00:00:00,BTC/UST,30530,31032,30291,30461,4761660.085217641,156.31988724
1687564800000,2023-06-24 00:00:00,BTC/UST,30687,30794,30239,30537,8463911.54185746,277.16905858
1687478400000,2023-06-23 00:00:00,BTC/UST,29889,31400,29808,30681,30006848.41255962,978.02706602
1687392000000,2023-06-22 00:00:00,BTC/UST,29996,30487,29554,29892,11317236.49500828,378.60419159
1687305600000,2023-06-21 00:00:00,BTC/UST,28311,30789,28271,29992,24141696.90865688,804.93788039
1687219200000,2023-06-20 00:00:00,BTC/UST,26846,28395,26658,28307,13246024.20955496,467.94164728
1687132800000,2023-06-19 00:00:00,BTC/UST,26343,27054,26274,26847,4342730.87475648,161.75851584
1687046400000,2023-06-18 00:00:00,BTC/UST,26519,26689,26250,26339,2132993.32015864,80.98231976
1686960000000,2023-06-17 00:00:00,BTC/UST,26344,26833,26182,26529,3723428.5632776697,140.35314423
1686873600000,2023-06-16 00:00:00,BTC/UST,25595,26520,25192,26344,5992549.73177624,227.47303871
1686787200000,2023-06-15 00:00:00,BTC/UST,25127,25748,24808,25603,3722097.73401096,145.37740632
1686700800000,2023-06-14 00:00:00,BTC/UST,25931,26094,24830,25121,7339546.15476546,292.16775426
1686614400000,2023-06-13 00:00:00,BTC/UST,25902,26415,25731,25930,2614656.2850773,100.83518261
1686528000000,2023-06-12 00:00:00,BTC/UST,25927,26082,25625,25893,5110731.25491096,197.37887672
1686441600000,2023-06-11 00:00:00,BTC/UST,25853,26196,25648,25924,4994029.194894641,192.64115086
1686355200000,2023-06-10 00:00:00,BTC/UST,26484,26530,25363,25845,6120764.31215715,236.82585847000001
1686268800000,2023-06-09 00:00:00,BTC/UST,26499,26770,26288,26481,2510882.1934423503,94.81825435
1686182400000,2023-06-08 00:00:00,BTC/UST,26339,26798,26221,26501,2769561.73728998,104.50781998000001
1686096000000,2023-06-07 00:00:00,BTC/UST,27236,27376,26142,26344,7149166.535932319,271.37741178
1686009600000,2023-06-06 00:00:00,BTC/UST,25726,27354,25349,27227,10972116.39316901,402.98660863
1685923200000,2023-06-05 00:00:00,BTC/UST,27105,27127,25402,25715,11310448.056357149,439.83854001
1685836800000,2023-06-04 00:00:00,BTC/UST,27058,27444,26965,27129,1645133.39644914,60.64113666
1685750400000,2023-06-03 00:00:00,BTC/UST,27219,27320,26925,27064,1303724.2645223201,48.17189863
1685664000000,2023-06-02 00:00:00,BTC/UST,26818,27294,26512,27240,4615261.4440332,169.42956843
1685577600000,2023-06-01 00:00:00,BTC/UST,27214,27337,26624,26815,5874754.63098525,219.08464035
1685491200000,2023-05-31 00:00:00,BTC/UST,27691,27820,26850,27214,5092809.96174896,187.13933864
1685404800000,2023-05-30 00:00:00,BTC/UST,27736,28038,27561,27695,1803868.2949738998,65.13335602
1685318400000,2023-05-29 00:00:00,BTC/UST,28081,28440,27541,27733,4388047.122372431,158.22475471
1685232000000,2023-05-28 00:00:00,BTC/UST,26864,28250,26782,28080,4471198.1194608,159.23070226
1685145600000,2023-05-27 00:00:00,BTC/UST,26715,26878,26561,26858,2926634.78518268,108.96696646
1685059200000,2023-05-26 00:00:00,BTC/UST,26483,26923,26335,26711,2383840.69230766,89.24565506
1684972800000,2023-05-25 00:00:00,BTC/UST,26329,26621,25885,26476,9609742.947006041,362.96052829
1684886400000,2023-05-24 00:00:00,BTC/UST,27224,27226,26084,26331,7562279.776417741,287.20062954
1684800000000,2023-05-23 00:00:00,BTC/UST,26849,27500,26803,27224,9996715.569560079,367.20230567
1684713600000,2023-05-22 00:00:00,BTC/UST,26749,27081,26538,26847,2959783.10553096,110.24632568
1684627200000,2023-05-21 00:00:00,BTC/UST,27113,27291,26658,26738,1273494.47845892,47.62863634
1684540800000,2023-05-20 00:00:00,BTC/UST,26884,27147,26831,27121,4039589.80189578,148.94693418
1684454400000,2023-05-19 00:00:00,BTC/UST,26825,27159,26628,26880,3088204.1925504003,114.88854883
1684368000000,2023-05-18 00:00:00,BTC/UST,27417,27472,26376,26840,11731407.9625688,437.08673482
1684281600000,2023-05-17 00:00:00,BTC/UST,27040,27494,26563,27406,8706311.39231126,317.67902621
1684195200000,2023-05-16 00:00:00,BTC/UST,27163,27290,26871,27033,5588736.1215675,206.7375475
1684108800000,2023-05-15 00:00:00,BTC/UST,26919,27655,26744,27161,7664687.89102647,282.19461327
1684022400000,2023-05-14 00:00:00,BTC/UST,26768,27196,26589,26918,1945365.2435852,72.2700514
1683936000000,2023-05-13 00:00:00,BTC/UST,26799,27044,26692,26770,1129748.388609,42.2020317
1683849600000,2023-05-12 00:00:00,BTC/UST,26976,27075,25813,26793,7319740.06683036,273.19598652
1683763200000,2023-05-11 00:00:00,BTC/UST,27599,27629,26721,26971,8832695.76475062,327.48862722
1683676800000,2023-05-10 00:00:00,BTC/UST,27630,28310,26757,27599,8134929.39830571,294.75449829
1683590400000,2023-05-09 00:00:00,BTC/UST,27662,27816,27362,27631,3565557.01963096,129.04191016000001
1683504000000,2023-05-08 00:00:00,BTC/UST,28431,28623,27272,27673,7119455.3725266205,257.27081894
1683417600000,2023-05-07 00:00:00,BTC/UST,28852,29120,28403,28410,2032793.7501593998,71.55205034
1683331200000,2023-05-06 00:00:00,BTC/UST,29503,29818,28351,28857,4183032.9904962303,144.95730639
1683244800000,2023-05-05 00:00:00,BTC/UST,28841,29668,28792,29491,5167843.35473637,175.23459207
1683158400000,2023-05-04 00:00:00,BTC/UST,29028,29369,28684,28841,2015248.3416083402,69.87442674
1683072000000,2023-05-03 00:00:00,BTC/UST,28668,29274,28110,29002,6668999.53729538,229.94964269
1682985600000,2023-05-02 00:00:00,BTC/UST,28068,28886,27888,28667,9341754.19570572,325.87135716
1682899200000,2023-05-01 00:00:00,BTC/UST,29242,29321,27677,28081,6796358.50522891,242.02694011
1682812800000,2023-04-30 00:00:00,BTC/UST,29231,29948,29099,29214,2646274.7708454602,90.58241839
1682726400000,2023-04-29 00:00:00,BTC/UST,29316,29448,29036,29216,989808.9899209599,33.87900431
1682640000000,2023-04-28 00:00:00,BTC/UST,29485,29584,28899,29320,3432142.2039724,117.05805607
1682553600000,2023-04-27 00:00:00,BTC/UST,28422,29895,28387,29476,13782730.35324868,467.59161193
1682467200000,2023-04-26 00:00:00,BTC/UST,28316,30013,27229,28421,19570946.72443895,688.6086599500001
1682380800000,2023-04-25 00:00:00,BTC/UST,27516,28387,27201,28309,3883442.8197944006,137.1805016
1682294400000,2023-04-24 00:00:00,BTC/UST,27584,27984,26968,27503,2983606.01443898,108.48292966
1682208000000,2023-04-23 00:00:00,BTC/UST,27817,27817,27328,27590,2564364.7483667,92.94544213
1682121600000,2023-04-22 00:00:00,BTC/UST,27258,27867,27153,27812,2498608.58188024,89.83922702
1682035200000,2023-04-21 00:00:00,BTC/UST,28244,28356,27140,27258,7621802.293315981,279.61707731
1681948800000,2023-04-20 00:00:00,BTC/UST,28807,29072,28011,28246,8524105.08428752,301.78096312
1681862400000,2023-04-19 00:00:00,BTC/UST,30374,30396,28577,28812,19094400.387918238,662.72387852
1681776000000,2023-04-18 00:00:00,BTC/UST,29430,30473,29126,30377,12254643.74473054,403.41849902
1681689600000,2023-04-17 00:00:00,BTC/UST,30300,30309,29241,29427,9911753.0357706,336.8251278
1681603200000,2023-04-16 00:00:00,BTC/UST,30293,30570,30125,30304,15155266.88544608,500.10780377
1681516800000,2023-04-15 00:00:00,BTC/UST,30463,30592,30198,30290,10487618.4740613,346.24029297
1681430400000,2023-04-14 00:00:00,BTC/UST,30377,30975,29981,30466,23122277.70390384,758.95351224
1681344000000,2023-04-13 00:00:00,BTC/UST,29887,30563,29856,30386,8755693.51703208,288.14893428
1681257600000,2023-04-12 00:00:00,BTC/UST,30212,30465,29655,29885,8534429.0162946,285.57567396
1681171200000,2023-04-11 00:00:00,BTC/UST,29633,30517,29589,30201,38299169.73862896,1268.14243696
1681084800000,2023-04-10 00:00:00,BTC/UST,28332,29747,28176,29632,32715529.830357123,1104.06080691
1680998400000,2023-04-09 00:00:00,BTC/UST,27934,28519,27802,28315,6184225.2405052,218.40809608
1680912000000,2023-04-08 00:00:00,BTC/UST,27906,28146,27861,27928,4175176.26871072,149.49786124
1680825600000,2023-04-07 00:00:00,BTC/UST,28029,28097,27779,27903,5233675.49262525,187.56676675
1680739200000,2023-04-06 00:00:00,BTC/UST,28166,28173,27701,28016,8366938.276045119,298.64856782
1680652800000,2023-04-05 00:00:00,BTC/UST,28170,28781,27820,28166,11043414.43186818,392.08316523
1680566400000,2023-04-04 00:00:00,BTC/UST,27797,28446,27664,28162,6646570.749714821,236.01202861000002
1680480000000,2023-04-03 00:00:00,BTC/UST,28172,28500,27228,27797,9533735.45856501,342.97713633
1680393600000,2023-04-02 00:00:00,BTC/UST,28451,28518,27856,28175,7755331.951151751,275.25579241
1680307200000,2023-04-01 00:00:00,BTC/UST,28470,28812,28233,28451,7639855.60811719,268.52678669
1680220800000,2023-03-31 00:00:00,BTC/UST,28025,28646,27532,28470,11203467.973971,393.5183693
1680134400000,2023-03-30 00:00:00,BTC/UST,28349,29151,27696,28028,27395664.12370788,977.43913671
1680048000000,2023-03-29 00:00:00,BTC/UST,27263,28638,27250,28345,13015667.891277349,459.18743663
1679961600000,2023-03-28 00:00:00,BTC/UST,27123,27498,26636,27261,6665547.72003588,244.50855508
1679875200000,2023-03-27 00:00:00,BTC/UST,27965,28017,26526,27133,8770348.85460226,323.23550122
1679788800000,2023-03-26 00:00:00,BTC/UST,27462,28181,27426,27980,6668404.9530855995,238.32755372
1679702400000,2023-03-25 00:00:00,BTC/UST,27453,27778,27166,27468,3565071.24590232,129.78998274
1679616000000,2023-03-24 00:00:00,BTC/UST,28292,28368,27000,27452,14696913.13052084,535.36766467
1679529600000,2023-03-23 00:00:00,BTC/UST,27250,28749,27119,28291,8092093.41224476,286.03066036
1679443200000,2023-03-22 00:00:00,BTC/UST,28110,28813,26610,27251,36757920.83606146,1348.86502646
1679356800000,2023-03-21 00:00:00,BTC/UST,27714,28429,27319,28115,10451389.4032024,371.73712976
1679270400000,2023-03-20 00:00:00,BTC/UST,27965,28440,27134,27716,19817592.0341438,715.02352555
1679184000000,2023-03-19 00:00:00,BTC/UST,26902,28350,26824,27964,64495453.22551864,2306.37438226
1679097600000,2023-03-18 00:00:00,BTC/UST,27368,27611,26569,26911,26281135.74559656,976.59454296
1679011200000,2023-03-17 00:00:00,BTC/UST,25005,27552,24893,27366,166349395.79448444,6078.68873034
1678924800000,2023-03-16 00:00:00,BTC/UST,24282,25150,24156,25004,10769799.19695876,430.72305219
1678838400000,2023-03-15 00:00:00,BTC/UST,24665,25195,23867,24273,10142827.80013773,417.86461501
1678752000000,2023-03-14 00:00:00,BTC/UST,24108,26225,23992,24689,70813571.17039974,2868.22354775
1678665600000,2023-03-13 00:00:00,BTC/UST,22004,24470,21814,24107,21906358.75736963,908.71360009
1678579200000,2023-03-12 00:00:00,BTC/UST,20465,22134,20285,21989,10168058.61774483,462.41569047
1678492800000,2023-03-11 00:00:00,BTC/UST,20167,20697,19781,20467,19346908.68329085,945.27330255
1678406400000,2023-03-10 00:00:00,BTC/UST,20361,20361,19575,20162,19862583.52603206,985.14946563
1678320000000,2023-03-09 00:00:00,BTC/UST,21703,21822,20054,20365,9651340.2577653,473.91800922
1678233600000,2023-03-08 00:00:00,BTC/UST,22196,22278,21596,21704,7278166.294154081,335.33755502
1678147200000,2023-03-07 00:00:00,BTC/UST,22411,22550,21941,22196,3879257.3702216796,174.77281358
1678060800000,2023-03-06 00:00:00,BTC/UST,22417,22592,22277,22405,2435076.17522545,108.68449789
1677974400000,2023-03-05 00:00:00,BTC/UST,22345,22649,22205,22431,1810056.6045561,80.6944231
1677888000000,2023-03-04 00:00:00,BTC/UST,22350,22402,22173,22346,1289614.67497324,57.71120894
1677801600000,2023-03-03 00:00:00,BTC/UST,23466,23476,21977,22353,7905709.382502451,353.67554165
1677715200000,2023-03-02 00:00:00,BTC/UST,23631,23782,23202,23466,2272706.72944428,96.85104958
1677628800000,2023-03-01 00:00:00,BTC/UST,23138,23996,23030,23634,6338009.53364202,268.17337453
1677542400000,2023-02-28 00:00:00,BTC/UST,23488,23611,23040,23136,5052010.88339136,218.36146626
1677456000000,2023-02-27 00:00:00,BTC/UST,23560,23882,23125,23492,6028707.58572628,256.62811109
1677369600000,2023-02-26 00:00:00,BTC/UST,23158,23674,23068,23559,3521991.07837038,149.49662882
1677283200000,2023-02-25 00:00:00,BTC/UST,23182,23216,22770,23161,4597018.39884698,198.48099818
1677196800000,2023-02-24 00:00:00,BTC/UST,23951,24136,22855,23192,9448004.668031279,407.38205709
1677110400000,2023-02-23 00:00:00,BTC/UST,24183,24591,23620,23940,14009934.160656,585.2102824
1677024000000,2023-02-22 00:00:00,BTC/UST,24443,24465,23579,24184,28017688.835363843,1158.52170176
1676937600000,2023-02-21 00:00:00,BTC/UST,24844,25263,24162,24444,16886043.51340032,690.80524928
1676851200000,2023-02-20 00:00:00,BTC/UST,24270,25112,23846,24845,8083579.053527,325.3603966
1676764800000,2023-02-19 00:00:00,BTC/UST,24632,25187,24204,24284,9342015.79042524,384.69839361
1676678400000,2023-02-18 00:00:00,BTC/UST,24568,24866,24446,24631,3463770.2970967097,140.62645841
1676592000000,2023-02-17 00:00:00,BTC/UST,23521,25011,23356,24573,14476012.467976948,589.10236715
1676505600000,2023-02-16 00:00:00,BTC/UST,24322,25249,23521,23529,14951905.52554479,635.46710551
1676419200000,2023-02-15 00:00:00,BTC/UST,22199,24376,22051,24326,13347534.660628559,548.69418156
1676332800000,2023-02-14 00:00:00,BTC/UST,21774,22302,21544,22201,7665328.84418839,345.26953039
1676246400000,2023-02-13 00:00:00,BTC/UST,21778,21900,21367,21777,10051381.019392021,461.55949026
1676160000000,2023-02-12 00:00:00,BTC/UST,21865,22086,21636,21785,6359773.501706299,291.93360118
1676073600000,2023-02-11 00:00:00,BTC/UST,21637,21900,21610,21862,4866124.31006446,222.58367533
1675987200000,2023-02-10 00:00:00,BTC/UST,21799,21933,21463,21638,7948285.5176045,367.32995275
1675900800000,2023-02-09 00:00:00,BTC/UST,22961,23002,21709,21795,11072880.35755335,508.04681613
1675814400000,2023-02-08 00:00:00,BTC/UST,23249,23440,22683,22963,3458583.6622035997,150.6154972
1675728000000,2023-02-07 00:00:00,BTC/UST,22758,23342,22749,23248,6666717.179431359,286.76519182
1675641600000,2023-02-06 00:00:00,BTC/UST,22934,23150,22646,22761,4503726.72543474,197.87033634
1675555200000,2023-02-05 00:00:00,BTC/UST,23324,23428,22770,22936,6396498.76176192,278.88466872
1675468800000,2023-02-04 00:00:00,BTC/UST,23433,23581,23255,23323,5683289.4322322,243.6774614
1675382400000,2023-02-03 00:00:00,BTC/UST,23493,23709,23206,23434,9264370.82391506,395.33885909
1675296000000,2023-02-02 00:00:00,BTC/UST,23727,24254,23375,23486,11975454.502581539,509.89757739
1675209600000,2023-02-01 00:00:00,BTC/UST,23132,23813,22777,23727,16536787.432424162,696.96073808
1675123200000,2023-01-31 00:00:00,BTC/UST,22826,23306,22730,23133,8354256.766398511,361.14022247
1675036800000,2023-01-30 00:00:00,BTC/UST,23744,23792,22500,22828,11394273.027656479,499.13584316
1674950400000,2023-01-29 00:00:00,BTC/UST,23020,23955,22980,23746,12122631.68953592,510.51257852
1674864000000,2023-01-28 00:00:00,BTC/UST,23065,23177,22886,23021,4463921.20223508,193.90648548000001
1674777600000,2023-01-27 00:00:00,BTC/UST,23006,23494,22559,23065,11918731.60407965,516.74535461
1674691200000,2023-01-26 00:00:00,BTC/UST,23057,23270,22863,23003,6767063.88835256,294.18179752
1674604800000,2023-01-25 00:00:00,BTC/UST,22629,23810,22331,23050,14588620.5265615,632.91195343
1674518400000,2023-01-24 00:00:00,BTC/UST,22914,23152,22465,22629,13551899.45706489,598.87310341
1674432000000,2023-01-23 00:00:00,BTC/UST,22712,23161,22500,22915,8688589.79995465,379.16603971
1674345600000,2023-01-22 00:00:00,BTC/UST,22774,23068,22308,22712,10850163.95176912,477.72824726
1674259200000,2023-01-21 00:00:00,BTC/UST,22669,23349,22431,22775,14797078.189468,649.70705552
1674172800000,2023-01-20 00:00:00,BTC/UST,21079,22741,20859,22673,11193966.761394199,493.7135254
1674086400000,2023-01-19 00:00:00,BTC/UST,20670,21186,20668,21080,9214622.3704828,437.12629841
1674000000000,2023-01-18 00:00:00,BTC/UST,21130,21639,20400,20683,16838190.967819132,814.10776811
1673913600000,2023-01-17 00:00:00,BTC/UST,21181,21607,20854,21136,10441080.89668976,493.99512191
1673827200000,2023-01-16 00:00:00,BTC/UST,20871,21477,20625,21182,15963868.992559459,753.65258203
1673740800000,2023-01-15 00:00:00,BTC/UST,20951,21038,20565,20872,8528145.06800264,408.59261537
1673654400000,2023-01-14 00:00:00,BTC/UST,19927,21343,19899,20949,29459381.95548507,1406.24287343
1673568000000,2023-01-13 00:00:00,BTC/UST,18850,19999,18726,19927,15974627.792333292,801.65743927
1673481600000,2023-01-12 00:00:00,BTC/UST,17945,19102,17914,18852,14344129.425086759,760.88104313
1673395200000,2023-01-11 00:00:00,BTC/UST,17438,18001,17322,17941,6471037.88280334,360.68434774
1673308800000,2023-01-10 00:00:00,BTC/UST,17183,17492,17152,17438,6460223.70485114,370.46815603
1673222400000,2023-01-09 00:00:00,BTC/UST,17127,17394,17108,17180,8453424.2601724,492.05030618
1673136000000,2023-01-08 00:00:00,BTC/UST,16945,17169,16914,17126,2757804.69139428,161.03028678
1673049600000,2023-01-07 00:00:00,BTC/UST,16952,16977,16910,16944,492502.40374032,29.06647803
1672963200000,2023-01-06 00:00:00,BTC/UST,16832,17039,16680,16951,3737989.6168009997,220.517351
1672876800000,2023-01-05 00:00:00,BTC/UST,16850,16877,16761,16832,2222430.1624,132.0360125
1672790400000,2023-01-04 00:00:00,BTC/UST,16677,16984,16657,16852,5997150.08624248,355.87171174
1672704000000,2023-01-03 00:00:00,BTC/UST,16673,16779,16608,16676,9436362.58195884,565.86487059
1672617600000,2023-01-02 00:00:00,BTC/UST,16622,16793,16555,16674,3161630.90794362,189.61442413
1672531200000,2023-01-01 00:00:00,BTC/UST,16544,16625,16504,16622,2408431.4770059804,144.89420509
1672444800000,2022-12-31 00:00:00,BTC/UST,16607,16645,16479,16545,4089474.1995229498,247.17281351
1672358400000,2022-12-30 00:00:00,BTC/UST,16637,16665,16349,16608,4820256.07806336,290.23699892
1672272000000,2022-12-29 00:00:00,BTC/UST,16548,16662,16496,16638,3252760.00724232,195.50186364
1672185600000,2022-12-28 00:00:00,BTC/UST,16705,16784,16476,16547,4423740.423881411,267.34395503
1672099200000,2022-12-27 00:00:00,BTC/UST,16924,16963,16605,16706,3593711.958476,215.115046
1672012800000,2022-12-26 00:00:00,BTC/UST,16830,16939,16800,16925,3226931.42525675,190.66064551
1671926400000,2022-12-25 00:00:00,BTC/UST,16840,16853,16724,16829,1171251.50733782,69.59721358
1671840000000,2022-12-24 00:00:00,BTC/UST,16781,16859,16779,16840,846482.0446428,50.26615467
1671753600000,2022-12-23 00:00:00,BTC/UST,16821,16939,16747,16781,2124181.99943598,126.58256358
1671667200000,2022-12-22 00:00:00,BTC/UST,16822,16867,16571,16821,3113151.1213798802,185.07527028
1671580800000,2022-12-21 00:00:00,BTC/UST,16897,16917,16733,16823,2970105.3140085205,176.55027724
1671494400000,2022-12-20 00:00:00,BTC/UST,16443,17063,16405,16900,5503548.465415,325.65375535
1671408000000,2022-12-19 00:00:00,BTC/UST,16744,16809,16269,16443,2579617.4929522197,156.88241154
1671321600000,2022-12-18 00:00:00,BTC/UST,16782,16850,16671,16740,1693754.3456856,101.18006844
1671235200000,2022-12-17 00:00:00,BTC/UST,16630,16797,16591,16782,4664518.234272,277.947696
1671148800000,2022-12-16 00:00:00,BTC/UST,17359,17526,16540,16630,9820128.6870038,590.50683626
1671062400000,2022-12-15 00:00:00,BTC/UST,17805,17855,17287,17359,7718716.61022555,444.65214645
1670976000000,2022-12-14 00:00:00,BTC/UST,17776,18381,17672,17797,9334751.97642195,524.51266935
1670889600000,2022-12-13 00:00:00,BTC/UST,17212,17984,17094,17782,9002899.40375362,506.29284691
1670803200000,2022-12-12 00:00:00,BTC/UST,17087,17239,16877,17211,4987795.5887510395,289.80277664
1670716800000,2022-12-11 00:00:00,BTC/UST,17126,17274,17080,17092,2988365.4013532,174.8400071
1670630400000,2022-12-10 00:00:00,BTC/UST,17129,17224,17099,17125,1428010.68764625,83.38748541
1670544000000,2022-12-09 00:00:00,BTC/UST,17226,17347,17061,17129,5505415.46825641,321.40904129
1670457600000,2022-12-08 00:00:00,BTC/UST,16835,17300,16739,17229,4473833.6208138,259.6687922
1670371200000,2022-12-07 00:00:00,BTC/UST,17093,17144,16688,16833,4028489.64645645,239.32095565
1670284800000,2022-12-06 00:00:00,BTC/UST,16967,17098,16911,17087,4083042.27428237,238.95606451
1670198400000,2022-12-05 00:00:00,BTC/UST,17113,17419,16877,16966,17582472.33008884,1036.33574974
1670112000000,2022-12-04 00:00:00,BTC/UST,16884,17193,16882,17114,6055476.54862092,353.83174878
1670025600000,2022-12-03 00:00:00,BTC/UST,17091,17151,16863,16884,2831815.0270393197,167.72180923
1669939200000,2022-12-02 00:00:00,BTC/UST,16976,17098,16804,17091,5228384.948177581,305.91451338
1669852800000,2022-12-01 00:00:00,BTC/UST,17166,17308,16867,16973,6034415.68125011,355.53029407
1669766400000,2022-11-30 00:00:00,BTC/UST,16446,17254,16435,17164,10585281.80550904,616.71415786
1669680000000,2022-11-29 00:00:00,BTC/UST,16214,16543,16102,16440,5284142.7898812,321.41987773
1669593600000,2022-11-28 00:00:00,BTC/UST,16430,16484,16005,16213,11131775.395209631,686.59565751
1669507200000,2022-11-27 00:00:00,BTC/UST,16457,16600,16410,16428,8170041.13505004,497.32414993
1669420800000,2022-11-26 00:00:00,BTC/UST,16519,16698,16394,16456,7048416.90235672,428.31896587
1669334400000,2022-11-25 00:00:00,BTC/UST,16607,16617,16353,16514,9712768.20344086,588.15357899
1669248000000,2022-11-24 00:00:00,BTC/UST,16611,16805,16471,16608,12302884.813483201,740.78063665
1669161600000,2022-11-23 00:00:00,BTC/UST,16225,16697,16167,16611,8049399.883580159,484.58249856
1669075200000,2022-11-22 00:00:00,BTC/UST,15778,16299,15628,16221,8830867.13260563,544.40953903
1668988800000,2022-11-21 00:00:00,BTC/UST,16284,16310,15485,15775,12295285.25507325,779.41586403
1668902400000,2022-11-20 00:00:00,BTC/UST,16698,16742,16188,16286,3120642.7166773602,191.61505076
1668816000000,2022-11-19 00:00:00,BTC/UST,16694,16813,16555,16703,4855499.1413821,290.6962307
1668729600000,2022-11-18 00:00:00,BTC/UST,16689,16990,16556,16695,3356394.17608215,201.04187937
1668643200000,2022-11-17 00:00:00,BTC/UST,16661,16746,16420,16690,4000062.0699037,239.66818873
1668556800000,2022-11-16 00:00:00,BTC/UST,16891,17009,16374,16665,5372695.40956005,322.39396397
1668470400000,2022-11-15 00:00:00,BTC/UST,16609,17126,16539,16894,8728801.00660684,516.68053786
1668384000000,2022-11-14 00:00:00,BTC/UST,16334,17181,15824,16615,9453726.55336065,568.98745431
1668297600000,2022-11-13 00:00:00,BTC/UST,16807,16952,16250,16335,4753431.734832,290.9967392
1668211200000,2022-11-12 00:00:00,BTC/UST,17060,17112,16643,16800,2696926.641864,160.53134773
1668124800000,2022-11-11 00:00:00,BTC/UST,17598,17681,16362,17054,12390097.91152326,726.52151469
1668038400000,2022-11-10 00:00:00,BTC/UST,15922,18182,15770,17594,51557645.805129275,2930.41069712
1667952000000,2022-11-09 00:00:00,BTC/UST,18536,18590,15596,15924,50972758.482625805,3201.00216545
1667865600000,2022-11-08 00:00:00,BTC/UST,20591,20676,16998,18539,32922903.827903893,1775.87269151
1667779200000,2022-11-07 00:00:00,BTC/UST,20913,21066,20400,20592,3738181.53110688,181.53562214
1667692800000,2022-11-06 00:00:00,BTC/UST,21300,21355,20899,20913,1122059.84420301,53.65370077
1667606400000,2022-11-05 00:00:00,BTC/UST,21150,21468,21092,21298,2282033.68423904,107.14779248
1667520000000,2022-11-04 00:00:00,BTC/UST,20204,21288,20187,21150,4648199.9954445,219.77304943000001
1667433600000,2022-11-03 00:00:00,BTC/UST,20150,20394,20036,20204,4945404.630243559,244.77354139
1667347200000,2022-11-02 00:00:00,BTC/UST,20479,20797,20067,20153,4808159.33607296,238.58280832
1667260800000,2022-11-01 00:00:00,BTC/UST,20499,20676,20338,20479,5483464.101978361,267.76034484
1667174400000,2022-10-31 00:00:00,BTC/UST,20629,20830,20252,20500,1526565.649525,74.46661705
1667088000000,2022-10-30 00:00:00,BTC/UST,20812,20929,20517,20624,1870896.78412336,90.71454539
1667001600000,2022-10-29 00:00:00,BTC/UST,20588,21080,20563,20811,2064940.61083023,99.22351693
1666915200000,2022-10-28 00:00:00,BTC/UST,20294,20742,20010,20592,2740679.29813392,133.09437151
1666828800000,2022-10-27 00:00:00,BTC/UST,20772,20872,20197,20291,8035015.67930745,395.98914195
1666742400000,2022-10-26 00:00:00,BTC/UST,20091,21005,20061,20771,11538171.85667113,555.49428803
1666656000000,2022-10-25 00:00:00,BTC/UST,19326,20413,19245,20085,5416985.33405055,269.70302883
1666569600000,2022-10-24 00:00:00,BTC/UST,19568,19593,19167,19331,2774295.24360846,143.51535066
1666483200000,2022-10-23 00:00:00,BTC/UST,19205,19691,19082,19568,3683184.6980054397,188.22489258
1666396800000,2022-10-22 00:00:00,BTC/UST,19165,19251,19117,19204,549664.60435924,28.62240181
1666310400000,2022-10-21 00:00:00,BTC/UST,19044,19248,18660,19164,4646609.61469248,242.46554032
1666224000000,2022-10-20 00:00:00,BTC/UST,19126,19337,18917,19044,4178467.4631678,219.41122995
1666137600000,2022-10-19 00:00:00,BTC/UST,19329,19356,19081,19125,3558589.2755549997,186.07002748
1666051200000,2022-10-18 00:00:00,BTC/UST,19549,19696,19094,19329,17909082.63857583,926.53953327
1665964800000,2022-10-17 00:00:00,BTC/UST,19262,19666,19164,19551,5575668.2542197,285.1858347
1665878400000,2022-10-16 00:00:00,BTC/UST,19067,19419,19066,19264,1022989.9437990399,53.10371386
1665792000000,2022-10-15 00:00:00,BTC/UST,19182,19216,18986,19069,929632.6401327801,48.75099062
1665705600000,2022-10-14 00:00:00,BTC/UST,19381,19944,19083,19178,3842695.73841148,200.36999366
1665619200000,2022-10-13 00:00:00,BTC/UST,19152,19498,18149,19378,19215493.60115188,991.61387146
