https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USD
1676840400,2023-02-19 21:00:00,DOGE/USD,0.08656,0.08656,0.08656,0.08656,125.453444,10.85925011264
1676836800,2023-02-19 20:00:00,DOGE/USD,0.0865,0.0865,0.0865,0.0865,473.469635,40.9551234275
1676833200,2023-02-19 19:00:00,DOGE/USD,0.0889,0.09009,0.0889,0.08959,12807.790597,1147.4499595852299
1676829600,2023-02-19 18:00:00,DOGE/USD,0.0865,0.0865,0.0865,0.0865,318.726885,27.569875552499997
1676826000,2023-02-19 17:00:00,DOGE/USD,0.08923,0.08923,0.08923,0.08923,318.726885,28.43999994855
1676822400,2023-02-19 16:00:00,DOGE/USD,0.09015,0.09015,0.09015,0.09015,1052.468108,94.8799999362
1676818800,2023-02-19 15:00:00,DOGE/USD,0.0863,0.0863,0.0863,0.0863,222.469163,19.1990887669
1676815200,2023-02-19 14:00:00,DOGE/USD,0.09015,0.09015,0.09015,0.09015,6627.066001,597.42999999015
1676811600,2023-02-19 13:00:00,DOGE/USD,0.086,0.086,0.086,0.086,232.639245,20.006975069999996
1676808000,2023-02-19 12:00:00,DOGE/USD,0.086,0.086,0.086,0.086,288.0,24.767999999999997
1676804400,2023-02-19 11:00:00,DOGE/USD,0.09,0.09015,0.09,0.09015,2074.906373,187.05280952594998
1676797200,2023-02-19 09:00:00,DOGE/USD,0.09,0.09039,0.09,0.09039,2215.655451,200.27309621589
1676782800,2023-02-19 05:00:00,DOGE/USD,0.09,0.09,0.08561,0.08561,659.132354,56.42832082594
1676775600,2023-02-19 03:00:00,DOGE/USD,0.08561,0.08561,0.08561,0.08561,118.0,10.101980000000001
1676772000,2023-02-19 02:00:00,DOGE/USD,0.09,0.09,0.08561,0.08561,355.253352,30.413239464720004
1676754000,2023-02-18 21:00:00,DOGE/USD,0.08564,0.09019,0.08564,0.09019,39334.18339,3547.5499999441
1676736000,2023-02-18 16:00:00,DOGE/USD,0.08552,0.09,0.08552,0.09,15388.150531,1384.93354779
1676728800,2023-02-18 14:00:00,DOGE/USD,0.08552,0.08552,0.08551,0.08551,500.0,42.755
1676703600,2023-02-18 07:00:00,DOGE/USD,0.089,0.089,0.089,0.089,112.47191,10.009999989999999
1676689200,2023-02-18 03:00:00,DOGE/USD,0.08894,0.089,0.08894,0.089,1286.88764,114.53299995999998
1676671200,2023-02-17 22:00:00,DOGE/USD,0.0875,0.0875,0.0875,0.0875,1522.36,133.20649999999998
1676664000,2023-02-17 20:00:00,DOGE/USD,0.08894,0.08894,0.08894,0.08894,73.0,6.4926200000000005
1676660400,2023-02-17 19:00:00,DOGE/USD,0.0875,0.08894,0.0875,0.08894,220.0,19.5668
1676656800,2023-02-17 18:00:00,DOGE/USD,0.089,0.089,0.089,0.089,500.0,44.5
1676653200,2023-02-17 17:00:00,DOGE/USD,0.088,0.089,0.088,0.088,11297.271444,994.159887072
1676646000,2023-02-17 15:00:00,DOGE/USD,0.088,0.088,0.088,0.088,530.90909,46.71999992
1676642400,2023-02-17 14:00:00,DOGE/USD,0.08694,0.08694,0.0866,0.0866,3500.0,303.09999999999997
1676631600,2023-02-17 11:00:00,DOGE/USD,0.08553,0.08553,0.0851,0.0851,3498.396161,297.71351330109997
1676628000,2023-02-17 10:00:00,DOGE/USD,0.08711,0.088,0.08711,0.088,532.672273,46.875160023999996
1676624400,2023-02-17 09:00:00,DOGE/USD,0.08552,0.08552,0.08552,0.08552,79.071516,6.76219604832
1676620800,2023-02-17 08:00:00,DOGE/USD,0.0861,0.0861,0.0851,0.08552,5862.568578,501.36686479056004
1676592000,2023-02-17 00:00:00,DOGE/USD,0.08711,0.08711,0.08711,0.08711,214.556308,18.68999998988
1676588400,2023-02-16 23:00:00,DOGE/USD,0.0861,0.0861,0.0861,0.0861,6227.571996,536.1939488556
1676584800,2023-02-16 22:00:00,DOGE/USD,0.08717,0.08717,0.0861,0.0861,28290.148008,2435.7817434887997
1676581200,2023-02-16 21:00:00,DOGE/USD,0.0872,0.0872,0.08711,0.08711,940.531911,81.92973476721001
1676577600,2023-02-16 20:00:00,DOGE/USD,0.09069,0.09069,0.09069,0.09069,515.161539,46.71999997191
1676574000,2023-02-16 19:00:00,DOGE/USD,0.091,0.09199,0.091,0.09199,863.902988,79.47043586612001
1676570400,2023-02-16 18:00:00,DOGE/USD,0.08711,0.08711,0.08711,0.08711,1068.553,93.08165183000001
1676566800,2023-02-16 17:00:00,DOGE/USD,0.0905,0.0905,0.08711,0.08711,4078.552487,355.28270714257
1676563200,2023-02-16 16:00:00,DOGE/USD,0.0905,0.091,0.09036,0.091,3545.419195,322.633146745
1676559600,2023-02-16 15:00:00,DOGE/USD,0.0889,0.09049,0.0889,0.09049,753.956835,68.22555399915
1676556000,2023-02-16 14:00:00,DOGE/USD,0.0861,0.0861,0.0861,0.0861,260.0,22.386
1676552400,2023-02-16 13:00:00,DOGE/USD,0.089,0.089,0.08773,0.08773,2222.259692,194.95884277916002
1676548800,2023-02-16 12:00:00,DOGE/USD,0.088,0.08801,0.088,0.08801,240.915327,21.20295792927
1676545200,2023-02-16 11:00:00,DOGE/USD,0.09199,0.092,0.0892,0.0892,33244.963174,2965.4507151208
1676541600,2023-02-16 10:00:00,DOGE/USD,0.09199,0.09199,0.09199,0.09199,12000.055875,1103.88513994125
1676538000,2023-02-16 09:00:00,DOGE/USD,0.088,0.088,0.088,0.088,2315.643005,203.77658444
1676534400,2023-02-16 08:00:00,DOGE/USD,0.088,0.088,0.088,0.088,152.34972,13.40677536
1676530800,2023-02-16 07:00:00,DOGE/USD,0.09149,0.09149,0.09149,0.09149,1399.497212,128.03999992588
1676527200,2023-02-16 06:00:00,DOGE/USD,0.09042,0.09042,0.088,0.088,490.224815,43.13978372
1676523600,2023-02-16 05:00:00,DOGE/USD,0.09199,0.09199,0.09199,0.09199,2562.01761,235.6799999439
1676520000,2023-02-16 04:00:00,DOGE/USD,0.09349,0.09349,0.09349,0.09349,160.0,14.958400000000001
1676516400,2023-02-16 03:00:00,DOGE/USD,0.09124,0.0932,0.09042,0.09042,2536.886041,229.38523582722001
1676509200,2023-02-16 01:00:00,DOGE/USD,0.09042,0.09042,0.09042,0.09042,131.055077,11.850000062340001
1676505600,2023-02-16 00:00:00,DOGE/USD,0.09,0.091,0.09,0.091,10302.606838,937.5372222579999
1676498400,2023-02-15 22:00:00,DOGE/USD,0.08688,0.09,0.08525,0.09,1362.777777,122.64999992999999
1676494800,2023-02-15 21:00:00,DOGE/USD,0.08865,0.08894,0.08865,0.08894,975.72387,86.78088099780001
1676491200,2023-02-15 20:00:00,DOGE/USD,0.08855,0.08865,0.08855,0.08855,15756.032989,1395.19672117595
1676487600,2023-02-15 19:00:00,DOGE/USD,0.08694,0.08773,0.08694,0.08694,1100.0,95.634
1676484000,2023-02-15 18:00:00,DOGE/USD,0.086,0.08688,0.08201,0.08688,10974.0,953.42112
1676480400,2023-02-15 17:00:00,DOGE/USD,0.086,0.086,0.086,0.086,1122.984666,96.576681276
1676476800,2023-02-15 16:00:00,DOGE/USD,0.08859,0.08859,0.08859,0.08859,400.0,35.436
1676473200,2023-02-15 15:00:00,DOGE/USD,0.08859,0.08859,0.08438,0.08438,8894.473993,750.5157155293399
1676455200,2023-02-15 10:00:00,DOGE/USD,0.08869,0.08869,0.08869,0.08869,283.571993,25.150000059170004
1676451600,2023-02-15 09:00:00,DOGE/USD,0.08858,0.08869,0.08858,0.08869,2634.523621,233.65589994649
1676444400,2023-02-15 07:00:00,DOGE/USD,0.08773,0.0879,0.087,0.087,303.269261,26.384425706999995
1676440800,2023-02-15 06:00:00,DOGE/USD,0.08773,0.08773,0.08773,0.08773,568.452068,49.870299925640005
1676430000,2023-02-15 03:00:00,DOGE/USD,0.08517,0.08773,0.08517,0.08773,37886.153925,3323.75228384025
1676422800,2023-02-15 01:00:00,DOGE/USD,0.083,0.083,0.083,0.083,1343.946586,111.547566638
1676419200,2023-02-15 00:00:00,DOGE/USD,0.083,0.083,0.083,0.083,574.053414,47.646433362
1676404800,2023-02-14 20:00:00,DOGE/USD,0.08354,0.085,0.08354,0.085,2846.622485,241.962911225
1676397600,2023-02-14 18:00:00,DOGE/USD,0.08101,0.08759,0.08101,0.08759,2138.647022,187.32409265698
1676386800,2023-02-14 15:00:00,DOGE/USD,0.0825,0.0825,0.08006,0.08006,1002.348,80.24798088
1676383200,2023-02-14 14:00:00,DOGE/USD,0.0825,0.083,0.0825,0.083,656.663442,54.50306568600001
1676379600,2023-02-14 13:00:00,DOGE/USD,0.0835,0.0835,0.0835,0.0835,153.0,12.775500000000001
1676372400,2023-02-14 11:00:00,DOGE/USD,0.0801,0.0801,0.08007,0.08007,321.0,25.70247
1676365200,2023-02-14 09:00:00,DOGE/USD,0.082,0.082,0.082,0.082,3043.780488,249.590000016
1676361600,2023-02-14 08:00:00,DOGE/USD,0.0835,0.0843,0.0835,0.0843,4901.150652,413.1669999636
1676358000,2023-02-14 07:00:00,DOGE/USD,0.08007,0.08007,0.08007,0.08007,172.575663,13.81813333641
1676350800,2023-02-14 05:00:00,DOGE/USD,0.08007,0.08349,0.08007,0.08349,398.0,33.22902
1676340000,2023-02-14 02:00:00,DOGE/USD,0.08694,0.08749,0.08694,0.08749,1140.860669,99.81389993081
1676336400,2023-02-14 01:00:00,DOGE/USD,0.08008,0.08008,0.08008,0.08008,1608.386,128.79955088
1676332800,2023-02-14 00:00:00,DOGE/USD,0.0836,0.08729,0.0836,0.08729,435.123152,37.981899938080005
1676325600,2023-02-13 22:00:00,DOGE/USD,0.08007,0.08007,0.08007,0.08007,325.733247,26.081461087290002
1676318400,2023-02-13 20:00:00,DOGE/USD,0.08354,0.0836,0.08007,0.08007,356.842104,28.57234726728
1676314800,2023-02-13 19:00:00,DOGE/USD,0.0843,0.08459,0.08354,0.08435,719.307608,60.67359673479999
1676307600,2023-02-13 17:00:00,DOGE/USD,0.08007,0.08219,0.08007,0.08219,6091.251977,500.63999998963
1676300400,2023-02-13 15:00:00,DOGE/USD,0.08038,0.08038,0.08007,0.08007,304.0,24.34128
1676293200,2023-02-13 13:00:00,DOGE/USD,0.08111,0.08111,0.08007,0.08007,2192.5,175.553475
1676278800,2023-02-13 09:00:00,DOGE/USD,0.08354,0.08354,0.08189,0.08189,8013.0,656.18457
1676268000,2023-02-13 06:00:00,DOGE/USD,0.0836,0.08649,0.08225,0.08649,4648.682369,402.06453809481
1676260800,2023-02-13 04:00:00,DOGE/USD,0.08517,0.08857,0.08517,0.08857,961.5629,85.165626053
1676257200,2023-02-13 03:00:00,DOGE/USD,0.08223,0.08223,0.08223,0.08223,438.108033,36.025623553589995
1676242800,2023-02-12 23:00:00,DOGE/USD,0.08479,0.08479,0.08224,0.08224,511.144591,42.036531163839996
1676239200,2023-02-12 22:00:00,DOGE/USD,0.084,0.084,0.0836,0.0836,109.9462,9.19150232
1676235600,2023-02-12 21:00:00,DOGE/USD,0.085,0.085,0.084,0.084,3003.0,252.252
1676228400,2023-02-12 19:00:00,DOGE/USD,0.08688,0.08698,0.08688,0.08698,301.972867,26.265599971660002
1676210400,2023-02-12 14:00:00,DOGE/USD,0.08659,0.08659,0.08619,0.08619,8578.503298,739.38119925462
1676203200,2023-02-12 12:00:00,DOGE/USD,0.08589,0.08589,0.08589,0.08589,116.544417,10.009999976129999
1676199600,2023-02-12 11:00:00,DOGE/USD,0.085,0.085,0.085,0.085,628.509989,53.423349065000004
1676196000,2023-02-12 10:00:00,DOGE/USD,0.08552,0.08552,0.08552,0.08552,54.639851,4.67280005752
1676192400,2023-02-12 09:00:00,DOGE/USD,0.08495,0.08552,0.08495,0.08552,7645.614259,653.85293142968
1676181600,2023-02-12 06:00:00,DOGE/USD,0.08499,0.08499,0.08499,0.08499,117.0,9.94383
1676163600,2023-02-12 01:00:00,DOGE/USD,0.08011,0.08011,0.08011,0.08011,9082.849475,727.6270714422501
1676149200,2023-02-11 21:00:00,DOGE/USD,0.083,0.083,0.083,0.083,206.448642,17.135237286000002
1676142000,2023-02-11 19:00:00,DOGE/USD,0.08011,0.0835,0.08011,0.0835,580.602335,48.480294972500005
1676138400,2023-02-11 18:00:00,DOGE/USD,0.08399,0.08399,0.08399,0.08399,556.256697,46.71999998103
1676134800,2023-02-11 17:00:00,DOGE/USD,0.0836,0.08399,0.0836,0.08399,906.16621,76.1088999779
1676127600,2023-02-11 15:00:00,DOGE/USD,0.083,0.083,0.0827,0.0827,676.58201,55.953332227
1676124000,2023-02-11 14:00:00,DOGE/USD,0.0835,0.0835,0.08015,0.08015,239.281436,19.1784070954
1676116800,2023-02-11 12:00:00,DOGE/USD,0.0835,0.0835,0.0835,0.0835,223.832335,18.6899999725
1676102400,2023-02-11 08:00:00,DOGE/USD,0.08499,0.08499,0.08006,0.08006,577.573575,46.2405404145
1676088000,2023-02-11 04:00:00,DOGE/USD,0.08435,0.08435,0.08435,0.08435,897.925311,75.73999998285
1676084400,2023-02-11 03:00:00,DOGE/USD,0.08435,0.08435,0.08435,0.08435,896.739774,75.6399999369
1676080800,2023-02-11 02:00:00,DOGE/USD,0.08479,0.08479,0.08479,0.08479,892.793961,75.69999995319
1676077200,2023-02-11 01:00:00,DOGE/USD,0.0846,0.0846,0.08435,0.08435,1043.641166,88.0311323521
1676070000,2023-02-10 23:00:00,DOGE/USD,0.08358,0.08358,0.08358,0.08358,238.693467,19.94999997186
1676052000,2023-02-10 18:00:00,DOGE/USD,0.0825,0.08435,0.0825,0.08435,1413.822409,119.25592019915
1676048400,2023-02-10 17:00:00,DOGE/USD,0.082,0.082,0.082,0.082,0.164721,0.013507122000000002
1676044800,2023-02-10 16:00:00,DOGE/USD,0.08435,0.08435,0.08435,0.08435,906.105512,76.4299999372
1676041200,2023-02-10 15:00:00,DOGE/USD,0.08202,0.08409,0.082,0.08409,17478.645261,1469.77927999749
1676034000,2023-02-10 13:00:00,DOGE/USD,0.08112,0.08112,0.08007,0.08007,4000.0,320.28000000000003
1676016000,2023-02-10 08:00:00,DOGE/USD,0.08006,0.08006,0.08006,0.08006,138.645529,11.099961051740001
1676012400,2023-02-10 07:00:00,DOGE/USD,0.08305,0.08489,0.08112,0.08112,4973.508554,403.45101390048
1676001600,2023-02-10 04:00:00,DOGE/USD,0.08009,0.08305,0.08002,0.08305,277.11245,23.0141889725
1675998000,2023-02-10 03:00:00,DOGE/USD,0.08305,0.08305,0.08305,0.08305,240.096326,19.9399998743
1675983600,2023-02-09 23:00:00,DOGE/USD,0.08105,0.08105,0.08105,0.08105,1355.72765,109.8817260325
1675980000,2023-02-09 22:00:00,DOGE/USD,0.08104,0.08104,0.08041,0.08041,25757.0,2071.12037
1675976400,2023-02-09 21:00:00,DOGE/USD,0.08305,0.08305,0.08189,0.08189,12173.819981,996.9141182440901
1675972800,2023-02-09 20:00:00,DOGE/USD,0.083,0.083,0.083,0.083,0.852882,0.07078920600000001
1675969200,2023-02-09 19:00:00,DOGE/USD,0.0879,0.0879,0.083,0.083,47633.734215,3953.599939845
1675965600,2023-02-09 18:00:00,DOGE/USD,0.08869,0.08909,0.08688,0.08688,1895.5698,164.687104224
1675962000,2023-02-09 17:00:00,DOGE/USD,0.08949,0.0901,0.088,0.088,33986.944182,2990.8510880159997
1675947600,2023-02-09 13:00:00,DOGE/USD,0.08601,0.08949,0.08601,0.08949,659.768715,59.042702305350005
1675944000,2023-02-09 12:00:00,DOGE/USD,0.08949,0.08949,0.08949,0.08949,364.174768,32.589999988319995
1675929600,2023-02-09 08:00:00,DOGE/USD,0.08949,0.08949,0.08949,0.08949,156.889037,14.03999992113
1675915200,2023-02-09 04:00:00,DOGE/USD,0.087,0.087,0.087,0.087,8202.127139,713.5850610929999
1675911600,2023-02-09 03:00:00,DOGE/USD,0.0874,0.0874,0.08688,0.08688,6326.246612,549.62430565056
1675908000,2023-02-09 02:00:00,DOGE/USD,0.08741,0.08741,0.0874,0.0874,1555.0,135.907
1675904400,2023-02-09 01:00:00,DOGE/USD,0.09372,0.09372,0.09371,0.09371,212.772768,19.938936089280002
1675897200,2023-02-08 23:00:00,DOGE/USD,0.089,0.089,0.0874,0.0874,6500.643382,568.1562315868
1675890000,2023-02-08 21:00:00,DOGE/USD,0.09342,0.09342,0.09342,0.09342,325.733247,30.429999934740003
1675886400,2023-02-08 20:00:00,DOGE/USD,0.0891,0.0891,0.089,0.089,249.209428,22.179639092
1675882800,2023-02-08 19:00:00,DOGE/USD,0.09,0.09349,0.0891,0.0891,3938.05146,350.880385086
1675872000,2023-02-08 16:00:00,DOGE/USD,0.09196,0.09196,0.09,0.09,129997.839835,11699.80558515
1675868400,2023-02-08 15:00:00,DOGE/USD,0.09196,0.09289,0.09196,0.09289,3208.093982,297.99984998798
1675861200,2023-02-08 13:00:00,DOGE/USD,0.09196,0.09399,0.09196,0.09196,2488.613888,228.85293314048
1675857600,2023-02-08 12:00:00,DOGE/USD,0.09275,0.0938,0.09275,0.0938,1006.36724,94.397247112
1675850400,2023-02-08 10:00:00,DOGE/USD,0.09101,0.09101,0.09101,0.09101,18620.264639,1694.63028479539
1675807200,2023-02-07 22:00:00,DOGE/USD,0.09002,0.09002,0.09002,0.09002,119.267027,10.736417770540001
1675789200,2023-02-07 17:00:00,DOGE/USD,0.09315,0.09315,0.09315,0.09315,175.523349,16.34999995935
1675785600,2023-02-07 16:00:00,DOGE/USD,0.09011,0.0927,0.09,0.0927,26388.624504,2446.2254915208
1675778400,2023-02-07 14:00:00,DOGE/USD,0.09249,0.0925,0.09249,0.0925,3023.968389,279.71707598250003
1675774800,2023-02-07 13:00:00,DOGE/USD,0.0925,0.0925,0.0925,0.0925,3068.972973,283.88000000249997
1675771200,2023-02-07 12:00:00,DOGE/USD,0.09385,0.09459,0.09385,0.09459,29438.871905,2784.62289349395
1675767600,2023-02-07 11:00:00,DOGE/USD,0.09001,0.09001,0.09,0.09,7000.0,630.0
1675735200,2023-02-07 02:00:00,DOGE/USD,0.09001,0.09001,0.09001,0.09001,431.365883,38.827243128830006
1675731600,2023-02-07 01:00:00,DOGE/USD,0.09001,0.09001,0.09001,0.09001,1284.141472,115.58557389472001
1675724400,2023-02-06 23:00:00,DOGE/USD,0.09019,0.09019,0.09,0.09,35682.754251,3211.4478825899996
1675713600,2023-02-06 20:00:00,DOGE/USD,0.0905,0.0905,0.0902,0.0902,690.874717,62.31689947340001
1675706400,2023-02-06 18:00:00,DOGE/USD,0.091,0.09398,0.0905,0.09398,5170.048285,485.88113782429997
1675702800,2023-02-06 17:00:00,DOGE/USD,0.0911,0.0911,0.0911,0.0911,20000.0,1822.0
1675699200,2023-02-06 16:00:00,DOGE/USD,0.093,0.0935,0.093,0.093,463813.270346,43134.634142177994
1675695600,2023-02-06 15:00:00,DOGE/USD,0.09251,0.09251,0.09111,0.09111,102611.496825,9348.93347572575
1675692000,2023-02-06 14:00:00,DOGE/USD,0.09397,0.09397,0.0925,0.0925,3092.445026,286.051164905
1675681200,2023-02-06 11:00:00,DOGE/USD,0.0925,0.0925,0.0925,0.0925,142.810811,13.2100000175
1675677600,2023-02-06 10:00:00,DOGE/USD,0.09391,0.09391,0.09391,0.09391,189.543179,17.79999993989
1675674000,2023-02-06 09:00:00,DOGE/USD,0.09399,0.09399,0.09111,0.09111,378.633897,34.49733435567
1675670400,2023-02-06 08:00:00,DOGE/USD,0.09299,0.094,0.09299,0.094,12030.824278,1130.897482132
1675666800,2023-02-06 07:00:00,DOGE/USD,0.093,0.093,0.093,0.093,4999.141329,464.920143597
1675652400,2023-02-06 03:00:00,DOGE/USD,0.0922,0.0922,0.0922,0.0922,207.158352,19.100000054400002
1675645200,2023-02-06 01:00:00,DOGE/USD,0.09569,0.09891,0.09101,0.09101,29002.559168,2639.52290987968
1675641600,2023-02-06 00:00:00,DOGE/USD,0.09433,0.09568,0.09433,0.09568,1051.316416,100.58995468287999
1675638000,2023-02-05 23:00:00,DOGE/USD,0.09102,0.09102,0.09102,0.09102,488.20179,44.436126925800004
1675634400,2023-02-05 22:00:00,DOGE/USD,0.09384,0.09384,0.09384,0.09384,20000.0,1876.8000000000002
1675630800,2023-02-05 21:00:00,DOGE/USD,0.09399,0.09399,0.09399,0.09399,112.033195,10.529999998050002
1675623600,2023-02-05 19:00:00,DOGE/USD,0.09102,0.09102,0.09102,0.09102,6100.0,555.222
1675616400,2023-02-05 17:00:00,DOGE/USD,0.09101,0.09101,0.09101,0.09101,142.185805,12.940330113049997
1675612800,2023-02-05 16:00:00,DOGE/USD,0.09101,0.09433,0.09101,0.09433,1564.465856,147.57606419648
1675609200,2023-02-05 15:00:00,DOGE/USD,0.09301,0.09301,0.093,0.093,1109.309238,103.165759134
1675605600,2023-02-05 14:00:00,DOGE/USD,0.09398,0.09444,0.09398,0.09441,1237.982535,116.87793112935
1675602000,2023-02-05 13:00:00,DOGE/USD,0.0911,0.09399,0.09101,0.09101,6820.761357,620.75749110057
1675598400,2023-02-05 12:00:00,DOGE/USD,0.0965,0.0965,0.093,0.093,4922.239591,457.76828196299994
1675594800,2023-02-05 11:00:00,DOGE/USD,0.0965,0.0965,0.0965,0.0965,314.025359,30.303447143499998
1675591200,2023-02-05 10:00:00,DOGE/USD,0.098,0.098,0.095,0.095,723.285299,68.71210340500001
1675587600,2023-02-05 09:00:00,DOGE/USD,0.097,0.097,0.09621,0.09621,1220.334003,117.40833442863
1675584000,2023-02-05 08:00:00,DOGE/USD,0.098,0.098,0.098,0.098,957.0,93.786
1675576800,2023-02-05 06:00:00,DOGE/USD,0.09445,0.09799,0.09445,0.09799,940.733748,92.18249996652
1675573200,2023-02-05 05:00:00,DOGE/USD,0.09961,0.09961,0.09961,0.09961,342.736673,34.13999999753
1675569600,2023-02-05 04:00:00,DOGE/USD,0.09809,0.09809,0.09809,0.09809,190.5393,18.689999937
1675562400,2023-02-05 02:00:00,DOGE/USD,0.09937,0.09939,0.09937,0.09939,1643.657981,163.36316673159
1675558800,2023-02-05 01:00:00,DOGE/USD,0.09301,0.09929,0.09301,0.09929,922.151998,91.56047188142001
1675555200,2023-02-05 00:00:00,DOGE/USD,0.09979,0.09979,0.09979,0.09979,187.393526,18.69999995954
1675551600,2023-02-04 23:00:00,DOGE/USD,0.097,0.097,0.097,0.097,142.965045,13.867609365000002
1675548000,2023-02-04 22:00:00,DOGE/USD,0.098,0.09979,0.098,0.09979,845.180817,84.34059372843001
1675544400,2023-02-04 21:00:00,DOGE/USD,0.097,0.097,0.097,0.097,857.034955,83.132390635
1675540800,2023-02-04 20:00:00,DOGE/USD,0.098,0.098,0.09263,0.098,2951.276736,289.225120128
1675537200,2023-02-04 19:00:00,DOGE/USD,0.098,0.099,0.098,0.0983,24798.481038,2437.6906860354
1675533600,2023-02-04 18:00:00,DOGE/USD,0.099,0.0998,0.099,0.0998,970.375376,96.84346252479999
1675530000,2023-02-04 17:00:00,DOGE/USD,0.09748,0.09802,0.09351,0.09802,10455.535018,1024.85154246436
1675526400,2023-02-04 16:00:00,DOGE/USD,0.095,0.095,0.095,0.095,11613.018616,1103.23676852
1675522800,2023-02-04 15:00:00,DOGE/USD,0.09499,0.095,0.09499,0.095,1375.187353,130.642798535
1675515600,2023-02-04 13:00:00,DOGE/USD,0.09101,0.09101,0.09101,0.09101,486.0,44.23086
1675512000,2023-02-04 12:00:00,DOGE/USD,0.09101,0.09101,0.09101,0.09101,400.0,36.403999999999996
1675501200,2023-02-04 09:00:00,DOGE/USD,0.0945,0.0945,0.0945,0.0945,232.486773,21.9700000485
1675494000,2023-02-04 07:00:00,DOGE/USD,0.0945,0.0945,0.0945,0.0945,1977.883597,186.9099999165
1675490400,2023-02-04 06:00:00,DOGE/USD,0.09001,0.09001,0.09,0.09,2740.329116,246.62962043999997
1675483200,2023-02-04 04:00:00,DOGE/USD,0.095,0.095,0.095,0.095,619.68421,58.86999995
1675468800,2023-02-04 00:00:00,DOGE/USD,0.093,0.095,0.093,0.095,6554.418139,622.6697232050001
1675465200,2023-02-03 23:00:00,DOGE/USD,0.093,0.093,0.093,0.093,221.26581,20.57772033
1675458000,2023-02-03 21:00:00,DOGE/USD,0.08911,0.08911,0.08911,0.08911,237.045454,21.12312040594
1675450800,2023-02-03 19:00:00,DOGE/USD,0.0884,0.0884,0.0884,0.0884,490.356325,43.34749913
1675436400,2023-02-03 15:00:00,DOGE/USD,0.09379,0.09379,0.09379,0.09379,5805.360892,544.48479806068
1675429200,2023-02-03 13:00:00,DOGE/USD,0.09,0.09,0.08801,0.08801,1402.923969,123.47133851169
1675418400,2023-02-03 10:00:00,DOGE/USD,0.08906,0.08906,0.08906,0.08906,2254.798928,200.81239252768
1675411200,2023-02-03 08:00:00,DOGE/USD,0.08805,0.08805,0.08805,0.08805,380.0,33.459
1675407600,2023-02-03 07:00:00,DOGE/USD,0.0925,0.0925,0.0925,0.0925,2755.799879,254.9114888075
1675404000,2023-02-03 06:00:00,DOGE/USD,0.09398,0.09409,0.091,0.0925,13322.995643,1232.3770969775
1675400400,2023-02-03 05:00:00,DOGE/USD,0.094,0.094,0.094,0.094,1944.148937,182.750000078
1675396800,2023-02-03 04:00:00,DOGE/USD,0.09397,0.09397,0.09397,0.09397,580.413198,54.54142821606
1675389600,2023-02-03 02:00:00,DOGE/USD,0.08801,0.08801,0.08801,0.08801,470.831105,41.43784555105
1675386000,2023-02-03 01:00:00,DOGE/USD,0.091,0.091,0.088,0.088,1800.0,158.39999999999998
1675382400,2023-02-03 00:00:00,DOGE/USD,0.09464,0.09469,0.09464,0.09469,1777.941066,168.35323953954
1675378800,2023-02-02 23:00:00,DOGE/USD,0.09459,0.09459,0.09121,0.09121,3328.558234,303.59779652314
1675375200,2023-02-02 22:00:00,DOGE/USD,0.09102,0.09102,0.09102,0.09102,365.0,33.222300000000004
1675368000,2023-02-02 20:00:00,DOGE/USD,0.0947,0.0947,0.0947,0.0947,197.360084,18.6899999548
1675360800,2023-02-02 18:00:00,DOGE/USD,0.09599,0.096,0.0947,0.0947,7936.149641,751.5533710027
1675357200,2023-02-02 17:00:00,DOGE/USD,0.094,0.094,0.094,0.094,448.457747,42.155028218
1675353600,2023-02-02 16:00:00,DOGE/USD,0.09398,0.09747,0.09398,0.094,14615.976996,1373.9018376239999
1675350000,2023-02-02 15:00:00,DOGE/USD,0.09399,0.09399,0.09399,0.09399,5200.0,488.74800000000005
1675346400,2023-02-02 14:00:00,DOGE/USD,0.09015,0.09481,0.0883,0.0948,6969.882544,660.7448651712
1675342800,2023-02-02 13:00:00,DOGE/USD,0.09016,0.09016,0.09016,0.09016,146291.344195,13189.627592621202
1675339200,2023-02-02 12:00:00,DOGE/USD,0.09446,0.09619,0.09016,0.09016,2372.675457,213.92041920312
1675335600,2023-02-02 11:00:00,DOGE/USD,0.09447,0.09447,0.09447,0.09447,202.0,19.08294
1675332000,2023-02-02 10:00:00,DOGE/USD,0.09016,0.09016,0.09016,0.09016,209.717235,18.9081059076
1675324800,2023-02-02 08:00:00,DOGE/USD,0.09748,0.09748,0.09748,0.09748,2500.0,243.7
1675321200,2023-02-02 07:00:00,DOGE/USD,0.09749,0.09749,0.09011,0.09011,1145.51683,103.22252155129999
1675317600,2023-02-02 06:00:00,DOGE/USD,0.09011,0.09011,0.0901,0.0901,1290.766996,116.29810633960001
1675314000,2023-02-02 05:00:00,DOGE/USD,0.09253,0.09535,0.0901,0.09535,1258.563365,120.00401685275
1675306800,2023-02-02 03:00:00,DOGE/USD,0.09535,0.09535,0.09253,0.09535,598.604291,57.07691914685
1675296000,2023-02-02 00:00:00,DOGE/USD,0.09455,0.09537,0.09001,0.09537,2728.320896,260.19996385152
1675292400,2023-02-01 23:00:00,DOGE/USD,0.09457,0.09457,0.09011,0.09455,2943.05804,278.26613768199996
