https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1708214400000,2024-02-18 00:00:00,BTC/EUR,48024.12,48703.0,47000.01,48483.65,0.16374617,7939.0119951205
1708128000000,2024-02-17 00:00:00,BTC/EUR,48219.76,48409.55,47025.0,48024.12,0.24960118,11986.877020461601
1708041600000,2024-02-16 00:00:00,BTC/EUR,47900.1,48717.78,47900.1,48219.76,0.15658259,7550.3749099784
1707955200000,2024-02-15 00:00:00,BTC/EUR,48123.44,49431.99,47692.45,47900.1,3.75777569,179997.83132856898
1707868800000,2024-02-14 00:00:00,BTC/EUR,46154.94,49460.0,45965.87,48123.44,3.22425703,155162.3397277832
1707782400000,2024-02-13 00:00:00,BTC/EUR,46319.36,46438.11,45197.99,46154.94,1.65868896,76556.6894274624
1707696000000,2024-02-12 00:00:00,BTC/EUR,44692.61,46999.0,44341.08,46319.36,2.70938081,125496.7851154816
1707609600000,2024-02-11 00:00:00,BTC/EUR,44321.65,45000.0,44306.38,44692.61,0.49906435,22304.4883594535
1707523200000,2024-02-10 00:00:00,BTC/EUR,43776.41,44625.13,43550.0,44321.65,1.13954037,50506.309440010504
1707436800000,2024-02-09 00:00:00,BTC/EUR,42112.2,44500.0,42076.14,43776.41,2.40882579,105449.74540161391
1707350400000,2024-02-08 00:00:00,BTC/EUR,41047.44,42493.54,41047.44,42112.2,0.86891232,36591.809402303996
1707264000000,2024-02-07 00:00:00,BTC/EUR,40133.51,41059.36,39817.01,41047.44,2.05703834,84436.15783884961
1707177600000,2024-02-06 00:00:00,BTC/EUR,39468.82,40212.08,39468.82,40133.51,1.17193689,47033.9408941839
1707091200000,2024-02-05 00:00:00,BTC/EUR,39564.07,40500.0,39450.21,39468.82,1.9648267,77549.391353494
1707004800000,2024-02-04 00:00:00,BTC/EUR,39936.34,40472.36,39200.0,39564.07,0.22799202,9020.2922387214
1706918400000,2024-02-03 00:00:00,BTC/EUR,40495.58,40495.58,39822.89,39936.34,0.82013935,32753.363928978997
1706832000000,2024-02-02 00:00:00,BTC/EUR,39599.43,40495.58,39448.06,40495.58,2.26123678,91570.0949234324
1706745600000,2024-02-01 00:00:00,BTC/EUR,39250.71,39717.48,38914.0,39599.43,2.71286988,107428.1009121684
1706659200000,2024-01-31 00:00:00,BTC/EUR,39445.39,40358.53,39250.71,39250.71,0.58054193,22786.6829372703
1706572800000,2024-01-30 00:00:00,BTC/EUR,39987.35,40460.41,39445.39,39445.39,0.63187528,24924.5668509592
1706486400000,2024-01-29 00:00:00,BTC/EUR,38597.21,40080.1,38597.21,39987.35,1.04326657,41717.46547788949
1706400000000,2024-01-28 00:00:00,BTC/EUR,38887.18,39889.62,37912.06,38597.21,0.87674767,33840.0139360007
1706313600000,2024-01-27 00:00:00,BTC/EUR,38636.69,38956.87,38271.48,38887.18,0.6109943,23759.845323074
1706227200000,2024-01-26 00:00:00,BTC/EUR,36882.77,38998.99,36860.44,38636.69,1.13743662,43946.7860815878
1706140800000,2024-01-25 00:00:00,BTC/EUR,36549.96,36950.41,36549.96,36882.77,0.83858537,30929.351327074895
1706054400000,2024-01-24 00:00:00,BTC/EUR,35600.0,38998.4,35600.0,36549.96,0.4196243,15337.251380028
1705968000000,2024-01-23 00:00:00,BTC/EUR,36470.15,36832.16,35546.1,35600.0,1.42092677,50584.993012
1705881600000,2024-01-22 00:00:00,BTC/EUR,38281.41,38281.41,36470.15,36470.15,1.74042446,63473.541119869005
1705795200000,2024-01-21 00:00:00,BTC/EUR,38325.36,39925.29,38256.66,38281.41,0.17588756,6733.223798259601
1705708800000,2024-01-20 00:00:00,BTC/EUR,38346.53,38398.56,38176.48,38325.36,0.0500157,1916.8697081520002
1705622400000,2024-01-19 00:00:00,BTC/EUR,37995.71,40421.36,37160.98,38346.53,0.78214936,29992.7138977208
1705536000000,2024-01-18 00:00:00,BTC/EUR,39311.41,39403.69,37537.92,37995.71,1.2012263,45641.446139173
1705449600000,2024-01-17 00:00:00,BTC/EUR,39899.71,39899.71,38992.78,39311.41,1.16210611,45684.029753715105
1705363200000,2024-01-16 00:00:00,BTC/EUR,38965.11,40423.44,38110.0,39899.71,2.5003214,99762.09876679399
1705276800000,2024-01-15 00:00:00,BTC/EUR,38206.33,40421.63,38160.66,38965.11,0.84216951,32815.227595796096
1705190400000,2024-01-14 00:00:00,BTC/EUR,39247.46,40451.85,38206.33,38206.33,0.2916878,11144.320343774001
1705104000000,2024-01-13 00:00:00,BTC/EUR,38760.47,39504.96,38760.47,39247.46,0.39424394,15473.0732653924
1705017600000,2024-01-12 00:00:00,BTC/EUR,42353.58,42353.58,38000.0,38760.47,1.51483804,58715.83440427881
1704931200000,2024-01-11 00:00:00,BTC/EUR,42849.17,44499.68,41796.32,42353.58,8.35123677,353704.7746371366
1704844800000,2024-01-10 00:00:00,BTC/EUR,41956.8,43490.0,40692.97,42849.17,4.41928021,189362.4889959257
1704758400000,2024-01-09 00:00:00,BTC/EUR,43056.68,45000.0,41001.0,41956.8,1.57604106,66125.63954620801
1704672000000,2024-01-08 00:00:00,BTC/EUR,40134.24,43078.66,39531.07,43056.68,1.91408517,82414.1526574356
1704585600000,2024-01-07 00:00:00,BTC/EUR,40079.99,40994.99,39771.03,40134.24,0.73589235,29534.480189063997
1704499200000,2024-01-06 00:00:00,BTC/EUR,40356.27,40434.14,39927.79,40079.99,0.11395107,4567.1577460892995
1704412800000,2024-01-05 00:00:00,BTC/EUR,40409.83,40553.68,38900.0,40356.27,3.27764284,132273.43941460678
1704326400000,2024-01-04 00:00:00,BTC/EUR,39231.01,40702.38,39139.19,40409.83,2.00906196,81185.8522630668
1704240000000,2024-01-03 00:00:00,BTC/EUR,41108.63,42100.12,37000.0,39231.01,6.71891878,263589.96984736784
1704153600000,2024-01-02 00:00:00,BTC/EUR,40000.0,41962.0,40000.0,41108.63,1.45441717,59789.09730717709
1704067200000,2024-01-01 00:00:00,BTC/EUR,38375.2,40000.0,38375.2,40000.0,1.02649548,41059.8192
1703980800000,2023-12-31 00:00:00,BTC/EUR,38344.54,39851.15,38293.53,38375.2,0.27316486,10482.756135472
1703894400000,2023-12-30 00:00:00,BTC/EUR,38373.87,38642.87,37799.18,38344.54,1.28184005,49151.567070827004
1703808000000,2023-12-29 00:00:00,BTC/EUR,38580.51,39850.3,37927.98,38373.87,2.18557699,83869.0472892513
1703721600000,2023-12-28 00:00:00,BTC/EUR,39102.04,39434.93,38298.25,38580.51,1.73401254,66899.0881395954
1703635200000,2023-12-27 00:00:00,BTC/EUR,38528.36,39171.43,38461.94,39102.04,2.17158583,84913.4359880932
1703548800000,2023-12-26 00:00:00,BTC/EUR,39851.14,39851.14,38003.87,38528.36,0.42387678,16331.2771754808
1703462400000,2023-12-25 00:00:00,BTC/EUR,39000.0,40690.19,39000.0,39851.14,0.14154623,5640.7786282022
1703376000000,2023-12-24 00:00:00,BTC/EUR,39776.31,40690.14,39000.0,39000.0,1.01158571,39451.842690000005
1703289600000,2023-12-23 00:00:00,BTC/EUR,39736.76,39977.74,39376.69,39776.31,0.18405008,7320.8330376048
1703203200000,2023-12-22 00:00:00,BTC/EUR,39894.46,40296.61,39414.51,39736.76,1.72008903,68350.76496374281
1703116800000,2023-12-21 00:00:00,BTC/EUR,39949.14,40284.88,39529.99,39894.46,2.36819047,94477.6799777962
1703030400000,2023-12-20 00:00:00,BTC/EUR,38530.97,41117.44,38492.58,39949.14,3.56318704,142346.2579071456
1702944000000,2023-12-19 00:00:00,BTC/EUR,38893.92,39463.15,38193.6,38530.97,0.48303956,18611.9827951732
1702857600000,2023-12-18 00:00:00,BTC/EUR,37939.78,38893.92,37169.14,38893.92,1.26346502,49141.10741067839
1702771200000,2023-12-17 00:00:00,BTC/EUR,38800.76,41087.0,37700.0,37939.78,2.76469571,104891.94700434379
1702684800000,2023-12-16 00:00:00,BTC/EUR,38658.62,39082.06,38427.1,38800.76,1.04512351,40551.586481867605
1702598400000,2023-12-15 00:00:00,BTC/EUR,39302.4,39302.4,38536.01,38658.62,0.28217635,10908.548287637
1702512000000,2023-12-14 00:00:00,BTC/EUR,39628.21,39628.21,38000.0,39302.4,3.43356508,134947.348200192
1702425600000,2023-12-13 00:00:00,BTC/EUR,38171.0,40137.27,37884.17,39628.21,2.65841168,105348.09632149279
1702339200000,2023-12-12 00:00:00,BTC/EUR,38440.88,38937.31,37801.36,38171.0,2.6743512,102082.6596552
1702252800000,2023-12-11 00:00:00,BTC/EUR,40687.21,41963.62,37500.0,38440.88,2.64302423,101600.1772625224
1702166400000,2023-12-10 00:00:00,BTC/EUR,40931.43,40951.86,40500.0,40687.21,0.23041507,9374.946340254699
1702080000000,2023-12-09 00:00:00,BTC/EUR,41083.33,42124.99,40800.0,40931.43,0.80816305,33079.2693096615
1701993600000,2023-12-08 00:00:00,BTC/EUR,40096.13,42221.99,40085.02,41083.33,4.20148051,172610.8102808983
1701907200000,2023-12-07 00:00:00,BTC/EUR,40700.09,41155.93,39984.72,40096.13,5.48656763,219990.12894627187
1701820800000,2023-12-06 00:00:00,BTC/EUR,41054.99,41147.51,40393.41,40700.09,0.99426311,40466.5980606799
1701734400000,2023-12-05 00:00:00,BTC/EUR,38641.34,41998.92,38431.66,41054.99,8.44529028,346721.30799249717
1701648000000,2023-12-04 00:00:00,BTC/EUR,36805.84,39299.99,36805.84,38641.34,5.14159828,198678.2472808952
1701561600000,2023-12-03 00:00:00,BTC/EUR,36301.02,37039.58,36248.19,36805.84,1.41762657,52176.93671516879
1701475200000,2023-12-02 00:00:00,BTC/EUR,35614.31,36551.62,35614.31,36301.02,1.20493853,43740.4976763006
1701388800000,2023-12-01 00:00:00,BTC/EUR,34613.37,35841.53,34613.09,35614.31,2.00184496,71294.3269773776
1701302400000,2023-11-30 00:00:00,BTC/EUR,34491.49,35099.99,34475.44,34613.37,1.72169103,59593.5286470711
1701216000000,2023-11-29 00:00:00,BTC/EUR,34569.2,35000.0,34395.62,34491.49,1.955292,67440.93446507999
1701129600000,2023-11-28 00:00:00,BTC/EUR,33970.0,34797.61,33750.12,34569.2,3.69191504,127626.549400768
1701043200000,2023-11-27 00:00:00,BTC/EUR,34139.34,34224.12,33629.24,33970.0,2.0607384,70003.283448
1700956800000,2023-11-26 00:00:00,BTC/EUR,34513.4,35099.99,33500.0,34139.34,0.05868749,2003.5521748565998
1700870400000,2023-11-25 00:00:00,BTC/EUR,34440.35,35099.99,33437.51,34513.4,0.42613443,14707.348036362
1700784000000,2023-11-24 00:00:00,BTC/EUR,34117.4,35032.89,34117.4,34440.35,0.97353469,33528.8754607415
1700697600000,2023-11-23 00:00:00,BTC/EUR,34353.97,34434.88,33880.26,34117.4,1.39758255,47681.882891370005
1700611200000,2023-11-22 00:00:00,BTC/EUR,32809.11,34555.42,32768.18,34353.97,2.61976206,89999.22721637819
1700524800000,2023-11-21 00:00:00,BTC/EUR,34289.11,34317.01,32809.11,32809.11,2.92500293,95966.7428806923
1700438400000,2023-11-20 00:00:00,BTC/EUR,34283.03,34964.99,33828.28,34289.11,0.44790355,15358.2140953405
1700352000000,2023-11-19 00:00:00,BTC/EUR,33489.19,34283.03,33489.19,34283.03,0.03450276,1182.8591561628
1700265600000,2023-11-18 00:00:00,BTC/EUR,34249.99,34249.99,33352.93,33489.19,0.20202993,6765.8187114567
1700179200000,2023-11-17 00:00:00,BTC/EUR,33416.59,34249.99,33083.05,34249.99,4.80565155,164593.5175309845
1700092800000,2023-11-16 00:00:00,BTC/EUR,34931.25,35000.0,32951.42,33416.59,2.67484794,89384.29692332458
1700006400000,2023-11-15 00:00:00,BTC/EUR,32715.41,34931.25,32580.58,34931.25,2.13026808,74412.9268695
1699920000000,2023-11-14 00:00:00,BTC/EUR,34089.67,34345.95,32229.88,32715.41,3.20302607,104788.3111207387
1699833600000,2023-11-13 00:00:00,BTC/EUR,34766.35,35456.13,34000.0,34089.67,2.63052881,89673.8590583927
1699747200000,2023-11-12 00:00:00,BTC/EUR,34521.05,35999.99,34521.05,34766.35,0.16431391,5712.5949049285
1699660800000,2023-11-11 00:00:00,BTC/EUR,35999.99,35999.99,34469.12,34521.05,0.87371834,30161.674501057005
1699574400000,2023-11-10 00:00:00,BTC/EUR,34429.23,35999.99,34086.14,35999.99,6.31919107,227490.81532808926
1699488000000,2023-11-09 00:00:00,BTC/EUR,33385.82,35427.01,33000.0,34429.23,1.91207765,65831.36118970951
1699401600000,2023-11-08 00:00:00,BTC/EUR,33078.63,33518.07,32952.45,33385.82,5.97002666,199314.23546596122
1699315200000,2023-11-07 00:00:00,BTC/EUR,32755.38,34015.21,32488.88,33078.63,3.19076568,105546.1573454184
1699228800000,2023-11-06 00:00:00,BTC/EUR,32881.61,33796.56,32500.0,32755.38,6.48287211,212348.93945445179
1699142400000,2023-11-05 00:00:00,BTC/EUR,32886.64,33999.99,32140.0,32881.61,0.90150249,29642.853290208903
1699056000000,2023-11-04 00:00:00,BTC/EUR,32414.3,33796.56,32353.81,32886.64,0.70957208,23335.4415490112
1698969600000,2023-11-03 00:00:00,BTC/EUR,32838.39,32979.62,30862.67,32414.3,4.33515005,140520.854265715
1698883200000,2023-11-02 00:00:00,BTC/EUR,33576.72,33999.99,31000.0,32838.39,3.75945113,123454.3223928807
1698796800000,2023-11-01 00:00:00,BTC/EUR,32758.49,33796.57,32491.83,33576.72,3.58224875,120280.1632491
1698710400000,2023-10-31 00:00:00,BTC/EUR,32488.62,32807.99,32250.0,32758.49,2.70274293,88537.7772449757
1698624000000,2023-10-30 00:00:00,BTC/EUR,32769.59,32774.99,32164.74,32488.62,3.349437,108818.58590694
1698537600000,2023-10-29 00:00:00,BTC/EUR,32286.8,33999.99,32000.0,32769.59,0.17741989,5813.9770531450995
1698451200000,2023-10-28 00:00:00,BTC/EUR,31897.88,32433.45,31897.88,32286.8,3.53399584,114101.416886912
1698364800000,2023-10-27 00:00:00,BTC/EUR,32114.26,32200.66,31431.48,31897.88,1.14558877,36541.8531148076
1698278400000,2023-10-26 00:00:00,BTC/EUR,32370.25,32703.53,31865.78,32114.26,3.0133482,96771.44756533198
1698192000000,2023-10-25 00:00:00,BTC/EUR,31877.05,32881.61,31431.48,32370.25,2.36332186,76501.319438665
1698105600000,2023-10-24 00:00:00,BTC/EUR,31043.66,32800.0,31043.66,31877.05,6.7103916,213907.48855278
1698019200000,2023-10-23 00:00:00,BTC/EUR,28141.83,33500.0,28141.83,31043.66,2.78900564,86580.9428262424
1697932800000,2023-10-22 00:00:00,BTC/EUR,28297.65,28379.8,28090.52,28141.83,0.34402863,9681.5952205929
1697846400000,2023-10-21 00:00:00,BTC/EUR,27992.29,28713.12,27952.99,28297.65,0.60380941,17086.3873508865
1697760000000,2023-10-20 00:00:00,BTC/EUR,27150.0,28410.62,27150.0,27992.29,2.89982868,81172.84536087721
1697673600000,2023-10-19 00:00:00,BTC/EUR,26919.09,27286.5,26809.99,27150.0,5.56898898,151198.05080700002
1697587200000,2023-10-18 00:00:00,BTC/EUR,26978.54,27393.39,26771.77,26919.09,0.73853472,19880.6825958048
1697500800000,2023-10-17 00:00:00,BTC/EUR,27040.0,27189.05,26682.73,26978.54,1.44592568,39008.9637949072
1697414400000,2023-10-16 00:00:00,BTC/EUR,25770.0,28877.57,25770.0,27040.0,2.15171643,58182.4122672
1697328000000,2023-10-15 00:00:00,BTC/EUR,25602.53,25958.47,25082.87,25770.0,0.35428243,9129.8582211
1697241600000,2023-10-14 00:00:00,BTC/EUR,25581.45,25681.67,25581.45,25602.53,0.02623008,671.5564101023999
1697155200000,2023-10-13 00:00:00,BTC/EUR,25994.8,26477.25,25450.0,25581.45,1.42734143,36513.4634244735
1697068800000,2023-10-12 00:00:00,BTC/EUR,25251.84,25994.8,25082.87,25994.8,1.87553782,48754.230523335995
1696982400000,2023-10-11 00:00:00,BTC/EUR,25924.24,25994.8,25135.0,25251.84,1.49167695,37667.587673088
1696896000000,2023-10-10 00:00:00,BTC/EUR,26157.68,26241.0,25822.46,25924.24,1.62901335,42230.933048604
1696809600000,2023-10-09 00:00:00,BTC/EUR,26480.0,26480.0,25970.0,26157.68,0.6265859,16390.033464712
1696723200000,2023-10-08 00:00:00,BTC/EUR,26460.0,26500.0,25500.0,26480.0,1.81385297,48030.8266456
1696636800000,2023-10-07 00:00:00,BTC/EUR,26637.06,26637.06,26412.09,26460.0,0.04488656,1187.6983776
1696550400000,2023-10-06 00:00:00,BTC/EUR,26139.17,26637.06,25970.0,26637.06,2.44305883,65075.9046382398
1696464000000,2023-10-05 00:00:00,BTC/EUR,26500.0,26735.35,26056.6,26139.17,0.53067741,13871.467035149699
1696377600000,2023-10-04 00:00:00,BTC/EUR,26239.32,26500.0,25704.41,26500.0,1.99900082,52973.52173
1696291200000,2023-10-03 00:00:00,BTC/EUR,26397.7,26557.03,26056.6,26239.32,0.63959432,16782.5200326624
1696204800000,2023-10-02 00:00:00,BTC/EUR,26541.82,27226.57,26135.12,26397.7,7.68234604,202796.266060108
1696118400000,2023-10-01 00:00:00,BTC/EUR,25699.17,26596.09,25515.55,26541.82,1.35038341,35841.6333992062
1696032000000,2023-09-30 00:00:00,BTC/EUR,25479.99,25699.17,25479.99,25699.17,3.49383038,89788.5408867846
1695945600000,2023-09-29 00:00:00,BTC/EUR,25616.62,26043.71,25132.59,25479.99,6.84065448,174299.80774385523
1695859200000,2023-09-28 00:00:00,BTC/EUR,25013.23,26043.71,25013.23,25616.62,1.32323326,33896.7635927812
1695772800000,2023-09-27 00:00:00,BTC/EUR,24768.97,25461.58,24768.97,25013.23,3.92976615,98296.1445561645
1695686400000,2023-09-26 00:00:00,BTC/EUR,24841.95,24930.05,24682.96,24768.97,4.38500788,108612.1286294836
1695600000000,2023-09-25 00:00:00,BTC/EUR,24615.88,24995.0,24461.17,24841.95,3.46425161,86058.7652830395
1695513600000,2023-09-24 00:00:00,BTC/EUR,24966.29,25538.31,24608.81,24615.88,0.31237077,7689.281389827601
1695427200000,2023-09-23 00:00:00,BTC/EUR,24979.52,25019.13,24953.32,24966.29,0.0374573,935.169814417
1695340800000,2023-09-22 00:00:00,BTC/EUR,24954.76,25156.97,24757.33,24979.52,1.17952687,29464.015039702397
1695254400000,2023-09-21 00:00:00,BTC/EUR,25538.31,25999.99,24831.93,24954.76,1.42538418,35570.120119696796
1695168000000,2023-09-20 00:00:00,BTC/EUR,25447.73,25615.26,25208.32,25538.31,1.59544361,40744.9334996991
1695081600000,2023-09-19 00:00:00,BTC/EUR,25083.92,25721.67,24981.8,25447.73,1.74610917,44434.5147086841
1694995200000,2023-09-18 00:00:00,BTC/EUR,24843.06,25710.68,24827.09,25083.92,1.27111842,31884.6327578064
1694908800000,2023-09-17 00:00:00,BTC/EUR,24923.36,25081.4,24831.93,24843.06,0.43573852,10825.0781966712
1694822400000,2023-09-16 00:00:00,BTC/EUR,25057.08,25064.2,24881.31,24923.36,0.67979554,16942.7889698144
1694736000000,2023-09-15 00:00:00,BTC/EUR,25029.41,25245.29,24647.27,25057.08,2.4242014,60743.408415912
1694649600000,2023-09-14 00:00:00,BTC/EUR,24467.75,25232.79,24387.69,25029.41,2.46533732,61705.9385705812
1694563200000,2023-09-13 00:00:00,BTC/EUR,24023.56,24558.71,23997.51,24467.75,1.35387845,33126.3594449875
1694476800000,2023-09-12 00:00:00,BTC/EUR,23413.73,24706.93,23413.73,24023.56,1.52527106,36642.4408261736
1694390400000,2023-09-11 00:00:00,BTC/EUR,24181.0,24181.0,23300.0,23413.73,0.26817595,6278.999285793499
1694304000000,2023-09-10 00:00:00,BTC/EUR,24204.84,24264.92,23948.61,24181.0,1.4351126,34702.4577806
1694217600000,2023-09-09 00:00:00,BTC/EUR,24238.18,24238.18,24167.6,24204.84,0.25345045,6134.727590177999
1694131200000,2023-09-08 00:00:00,BTC/EUR,24488.23,24538.24,24010.0,24238.18,0.38800467,9404.5270323006
1694044800000,2023-09-07 00:00:00,BTC/EUR,24002.39,24999.98,24002.39,24488.23,1.60730926,39360.158840009804
1693958400000,2023-09-06 00:00:00,BTC/EUR,24047.46,24495.1,23840.33,24002.39,0.80207417,19251.6970372663
1693872000000,2023-09-05 00:00:00,BTC/EUR,23899.1,24435.11,23750.0,24047.46,0.5202588,12510.902682648
1693785600000,2023-09-04 00:00:00,BTC/EUR,24116.61,24451.0,23856.18,23899.1,0.51040947,12198.326964477
1693699200000,2023-09-03 00:00:00,BTC/EUR,24495.0,24495.0,24006.44,24116.61,0.22261298,5368.6704195978
1693612800000,2023-09-02 00:00:00,BTC/EUR,24471.06,24495.0,23924.1,24495.0,0.36870231,9031.36308345
1693526400000,2023-09-01 00:00:00,BTC/EUR,23968.43,24498.0,23520.0,24471.06,1.96017022,47967.443063833205
1693440000000,2023-08-31 00:00:00,BTC/EUR,25474.37,25999.99,23850.0,23968.43,4.01004603,96114.5075668329
1693353600000,2023-08-30 00:00:00,BTC/EUR,25466.37,25474.37,24796.97,25474.37,2.79423975,71181.4972602075
1693267200000,2023-08-29 00:00:00,BTC/EUR,24038.14,25973.71,24038.14,25466.37,3.22417622,82108.06456372139
1693180800000,2023-08-28 00:00:00,BTC/EUR,24160.31,24266.39,23978.17,24038.14,0.69513482,16709.7481220348
1693094400000,2023-08-27 00:00:00,BTC/EUR,24130.68,24475.49,24089.43,24160.31,0.04774237,1153.4704593347
1693008000000,2023-08-26 00:00:00,BTC/EUR,23850.01,24169.65,23850.01,24130.68,0.14544412,3509.6655176016
1692921600000,2023-08-25 00:00:00,BTC/EUR,24271.26,24750.0,23850.01,23850.01,4.79731184,114415.93535711839
1692835200000,2023-08-24 00:00:00,BTC/EUR,24378.39,24481.34,24010.0,24271.26,2.10464293,51082.33576119179
1692748800000,2023-08-23 00:00:00,BTC/EUR,24000.0,24999.91,23937.77,24378.39,3.05863469,74564.58934034909
1692662400000,2023-08-22 00:00:00,BTC/EUR,24074.61,24074.61,23450.69,24000.0,0.75384805,18092.3532
1692576000000,2023-08-21 00:00:00,BTC/EUR,24096.15,24102.59,23798.62,24074.61,2.31894644,55827.7311538884
1692489600000,2023-08-20 00:00:00,BTC/EUR,24009.26,24500.0,24008.23,24096.15,2.1279501,51275.404802115
1692403200000,2023-08-19 00:00:00,BTC/EUR,23994.9,24144.13,23812.17,24009.26,1.84379864,44268.24093540639
1692316800000,2023-08-18 00:00:00,BTC/EUR,24850.48,24850.48,23600.0,23994.9,14.68789989,352434.689070561
1692230400000,2023-08-17 00:00:00,BTC/EUR,26500.0,26500.0,23000.0,24850.48,11.69694535,290674.706481268
1692144000000,2023-08-16 00:00:00,BTC/EUR,26708.93,26811.05,26500.0,26500.0,1.53573267,40696.915755
1692057600000,2023-08-15 00:00:00,BTC/EUR,27007.16,27007.16,26708.93,26708.93,1.44053888,38475.2521081984
1691971200000,2023-08-14 00:00:00,BTC/EUR,26776.41,27138.76,26660.31,27007.16,2.16182154,58384.6602222264
1691884800000,2023-08-13 00:00:00,BTC/EUR,26891.36,26999.99,26776.41,26776.41,0.0358451,959.8030940909999
1691798400000,2023-08-12 00:00:00,BTC/EUR,26859.94,26926.4,26855.64,26891.36,0.29862806,8030.5146675616
1691712000000,2023-08-11 00:00:00,BTC/EUR,26812.06,26908.93,26735.11,26859.94,0.27780666,7461.870219200399
1691625600000,2023-08-10 00:00:00,BTC/EUR,26958.0,27007.16,26708.93,26812.06,1.58837893,42587.711173895805
1691539200000,2023-08-09 00:00:00,BTC/EUR,27150.52,27453.68,26806.44,26958.0,5.83935635,157417.3684833
1691452800000,2023-08-08 00:00:00,BTC/EUR,26567.91,27519.49,26514.99,27150.52,2.53984537,68958.1225150924
1691366400000,2023-08-07 00:00:00,BTC/EUR,26480.55,26908.92,26100.01,26567.91,1.28878043,34240.2024740013
1691280000000,2023-08-06 00:00:00,BTC/EUR,26432.91,26567.9,26334.17,26480.55,0.24112064,6385.007163552
1691193600000,2023-08-05 00:00:00,BTC/EUR,26100.01,26432.91,26100.01,26432.91,0.19534057,5163.4197061587
1691107200000,2023-08-04 00:00:00,BTC/EUR,26646.03,26713.51,26100.01,26100.01,1.63338567,42631.3823208567
1691020800000,2023-08-03 00:00:00,BTC/EUR,26762.24,26908.93,26563.34,26646.03,1.53047073,40780.9689857019
1690934400000,2023-08-02 00:00:00,BTC/EUR,27007.16,27304.02,26466.72,26762.24,4.25128256,113773.8441785344
1690848000000,2023-08-01 00:00:00,BTC/EUR,26571.98,27007.16,26123.12,27007.16,3.59368905,97055.335163598
1690761600000,2023-07-31 00:00:00,BTC/EUR,26541.54,26781.91,26466.74,26571.98,2.6987024,71709.866198752
1690675200000,2023-07-30 00:00:00,BTC/EUR,26688.67,26762.24,26400.0,26541.54,3.20558082,85081.0515572628
1690588800000,2023-07-29 00:00:00,BTC/EUR,26645.76,26705.34,26583.01,26688.67,1.86901683,49881.5734003161
1690502400000,2023-07-28 00:00:00,BTC/EUR,26638.37,26762.24,26528.83,26645.76,2.33899825,62324.386009919996
1690416000000,2023-07-27 00:00:00,BTC/EUR,26514.98,26830.88,26466.72,26638.37,1.17488561,31297.0375868557
1690329600000,2023-07-26 00:00:00,BTC/EUR,26449.1,26762.24,26364.71,26514.98,1.24426307,32991.6104157886
1690243200000,2023-07-25 00:00:00,BTC/EUR,26417.39,26616.35,26293.34,26449.1,1.42630057,37724.366405987
1690156800000,2023-07-24 00:00:00,BTC/EUR,27056.41,27056.41,26170.99,26417.39,5.08753742,134399.4601637338
1690070400000,2023-07-23 00:00:00,BTC/EUR,26700.0,27292.39,25883.1,27056.41,1.40576385,38034.9230887785
1689984000000,2023-07-22 00:00:00,BTC/EUR,26929.34,26958.0,26700.0,26700.0,0.09019225,2408.133075
1689897600000,2023-07-21 00:00:00,BTC/EUR,26812.41,26987.03,26772.62,26929.34,1.14132093,30735.0193730862
1689811200000,2023-07-20 00:00:00,BTC/EUR,26760.04,27147.35,26539.68,26812.41,3.09017419,82855.0173536979
1689724800000,2023-07-19 00:00:00,BTC/EUR,26623.91,26902.18,26623.91,26760.04,2.69154302,72025.7988769208
1689638400000,2023-07-18 00:00:00,BTC/EUR,26813.24,27809.7,26364.71,26623.91,2.60235511,69284.8682366801
1689552000000,2023-07-17 00:00:00,BTC/EUR,26948.96,27047.69,25812.71,26813.24,1.77201591,47513.487878648404
1689465600000,2023-07-16 00:00:00,BTC/EUR,27021.04,27510.9,26849.61,26948.96,1.05888211,28535.7716271056
1689379200000,2023-07-15 00:00:00,BTC/EUR,26963.95,27088.75,26963.95,27021.04,0.14539129,3928.6238627416
1689292800000,2023-07-14 00:00:00,BTC/EUR,28035.12,28177.44,26700.0,26963.95,1.66808395,44978.1322236025
1689206400000,2023-07-13 00:00:00,BTC/EUR,27342.98,28391.5,27243.87,28035.12,3.53101265,98992.36336426799
1689120000000,2023-07-12 00:00:00,BTC/EUR,27812.77,28126.33,27188.78,27342.98,1.89767706,51888.1458980388
1689033600000,2023-07-11 00:00:00,BTC/EUR,27679.18,28022.81,27675.55,27812.77,3.57186446,99343.4446971542
1688947200000,2023-07-10 00:00:00,BTC/EUR,27504.35,28259.0,27452.55,27679.18,2.17527355,60209.788139689
1688860800000,2023-07-09 00:00:00,BTC/EUR,27635.72,27943.98,27504.35,27504.35,1.64800903,45327.4171642805
1688774400000,2023-07-08 00:00:00,BTC/EUR,27626.63,27749.4,27492.24,27635.72,1.53867026,42522.2604776872
1688688000000,2023-07-07 00:00:00,BTC/EUR,27612.53,27936.45,27456.04,27626.63,4.57349148,126350.15692611241
1688601600000,2023-07-06 00:00:00,BTC/EUR,28005.46,28969.82,27456.04,27612.53,2.91227216,80415.2023861648
1688515200000,2023-07-05 00:00:00,BTC/EUR,28352.09,28412.85,27784.33,28005.46,6.1985318,173592.73438362798
