https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTCG,Volume USD
1711126800000,2024-03-22 17:00:00,BTCG/USD,63217.64,63508.4,63217.64,63508.4,0.00069365,44.05260166
1711123200000,2024-03-22 16:00:00,BTCG/USD,63394.36,63394.36,63217.64,63217.64,0.00381109,240.9281156276
1711119600000,2024-03-22 15:00:00,BTCG/USD,62720.34,64102.68,62720.34,63394.36,0.02613585,1656.865483806
1711116000000,2024-03-22 14:00:00,BTCG/USD,63217.64,63217.64,62500.18,62720.34,0.20287753,12724.547659960199
1711112400000,2024-03-22 13:00:00,BTCG/USD,64486.04,64486.04,63217.64,63217.64,0.08630499,5455.9977880236
1711108800000,2024-03-22 12:00:00,BTCG/USD,64500.0,64500.0,64486.04,64486.04,0.00217058,139.9721087032
1711105200000,2024-03-22 11:00:00,BTCG/USD,65592.8,65592.8,64500.0,64500.0,0.00381109,245.815305
1711101600000,2024-03-22 10:00:00,BTCG/USD,65592.8,65592.8,65592.8,65592.8,0.0,0.0
1711098000000,2024-03-22 09:00:00,BTCG/USD,65592.8,65592.8,65592.8,65592.8,0.0,0.0
1711094400000,2024-03-22 08:00:00,BTCG/USD,66288.48,66288.48,65592.8,65592.8,0.00979991,642.8035366480001
1711090800000,2024-03-22 07:00:00,BTCG/USD,66288.48,66288.48,66288.48,66288.48,0.0,0.0
1711087200000,2024-03-22 06:00:00,BTCG/USD,66288.48,66288.48,66288.48,66288.48,0.0,0.0
1711083600000,2024-03-22 05:00:00,BTCG/USD,65912.78,66288.48,65912.78,66288.48,0.07936335,5260.875839208
1711080000000,2024-03-22 04:00:00,BTCG/USD,65620.87,65915.68,65620.87,65912.78,0.02,1318.2556
1711076400000,2024-03-22 03:00:00,BTCG/USD,65484.39,65696.66,65484.39,65620.87,0.00047573,31.2178164851
1711072800000,2024-03-22 02:00:00,BTCG/USD,65788.0,65788.0,65245.05,65484.39,0.01792308,1173.6819607212
1711069200000,2024-03-22 01:00:00,BTCG/USD,65759.0,65854.26,65759.0,65788.0,0.01031335,678.4946698
1711065600000,2024-03-22 00:00:00,BTCG/USD,65473.05,65761.89,65452.09,65759.0,0.02256563,1483.89326317
1711062000000,2024-03-21 23:00:00,BTCG/USD,65473.05,65473.05,65473.05,65473.05,0.0,0.0
1711058400000,2024-03-21 22:00:00,BTCG/USD,65363.26,65544.7,65363.26,65473.05,0.17144475,11225.0106889875
1711054800000,2024-03-21 21:00:00,BTCG/USD,65403.0,65435.4,65363.26,65363.26,0.01166476,762.4467407176
1711051200000,2024-03-21 20:00:00,BTCG/USD,65583.84,65583.84,63217.64,65403.0,0.01832577,1198.56033531
1711047600000,2024-03-21 19:00:00,BTCG/USD,65390.68,65583.84,65390.68,65583.84,0.00072854,47.7804507936
1711044000000,2024-03-21 18:00:00,BTCG/USD,65773.93,65773.93,64794.19,65390.68,0.28973814,18946.1739965352
1711040400000,2024-03-21 17:00:00,BTCG/USD,66230.87,66230.87,65665.22,65773.93,0.00521342,342.90712214059994
1711036800000,2024-03-21 16:00:00,BTCG/USD,65000.0,66230.87,65000.0,66230.87,0.00030197,19.9997358139
1711033200000,2024-03-21 15:00:00,BTCG/USD,65001.21,65001.21,65000.0,65000.0,2.27e-05,1.4755
1711029600000,2024-03-21 14:00:00,BTCG/USD,68056.09,68056.09,65001.21,65001.21,0.00974108,633.1819867068
1711026000000,2024-03-21 13:00:00,BTCG/USD,67235.93,68056.09,67235.93,68056.09,0.00021609,14.706240488099999
1711022400000,2024-03-21 12:00:00,BTCG/USD,66805.19,67261.9,66805.19,67235.93,0.01005439,676.0162622326999
1711018800000,2024-03-21 11:00:00,BTCG/USD,66805.19,66805.19,66805.19,66805.19,0.0,0.0
1711015200000,2024-03-21 10:00:00,BTCG/USD,66805.19,66805.19,66805.19,66805.19,0.0,0.0
1711011600000,2024-03-21 09:00:00,BTCG/USD,67373.28,67373.28,66805.19,66805.19,0.0244621,1634.195238299
1711008000000,2024-03-21 08:00:00,BTCG/USD,67227.55,67382.89,66992.69,67373.28,0.01904296,1282.9866761088
1711004400000,2024-03-21 07:00:00,BTCG/USD,67227.55,67227.55,67227.55,67227.55,0.0,0.0
1711000800000,2024-03-21 06:00:00,BTCG/USD,66125.9,67227.55,66125.9,67227.55,0.04667516,3137.8566526580003
1710997200000,2024-03-21 05:00:00,BTCG/USD,66674.61,66674.61,66125.9,66125.9,1.805e-05,1.193572495
1710993600000,2024-03-21 04:00:00,BTCG/USD,66452.56,66674.61,66452.56,66674.61,0.00049641,33.0979431501
1710990000000,2024-03-21 03:00:00,BTCG/USD,67522.36,67522.36,66452.56,66452.56,0.00521399,346.4829833144
1710986400000,2024-03-21 02:00:00,BTCG/USD,67883.96,67883.96,67522.36,67522.36,0.01298157,876.5462429052
1710982800000,2024-03-21 01:00:00,BTCG/USD,68000.41,68000.41,67849.29,67883.96,0.04482363,3042.8055059748003
1710979200000,2024-03-21 00:00:00,BTCG/USD,67254.13,68000.41,67254.13,68000.41,0.01698303,1154.8530030423
1710975600000,2024-03-20 23:00:00,BTCG/USD,67379.13,67379.13,67254.13,67254.13,0.00150757,101.3903087641
1710972000000,2024-03-20 22:00:00,BTCG/USD,67016.38,70369.51,66452.56,67379.13,0.0992532,6687.594265716
1710968400000,2024-03-20 21:00:00,BTCG/USD,67259.16,67259.16,66951.0,67016.38,0.16,10722.6208
1710964800000,2024-03-20 20:00:00,BTCG/USD,64500.0,67452.56,64500.0,67259.16,0.9184188,61772.077016208
1710961200000,2024-03-20 19:00:00,BTCG/USD,65403.0,65403.0,64500.0,64500.0,0.00018394,11.86413
1710957600000,2024-03-20 18:00:00,BTCG/USD,64369.0,65403.0,64369.0,65403.0,0.00553697,362.13444891
1710954000000,2024-03-20 17:00:00,BTCG/USD,62827.41,64369.0,62827.41,64369.0,0.13545864,8719.33719816
1710950400000,2024-03-20 16:00:00,BTCG/USD,64587.7,64587.7,62586.05,62827.41,0.01976685,1241.8999893585
1710946800000,2024-03-20 15:00:00,BTCG/USD,64045.2,64749.57,64045.2,64587.7,0.00299995,193.75987061499998
1710943200000,2024-03-20 14:00:00,BTCG/USD,63100.0,64102.68,63100.0,64045.2,0.17665449,11313.872142948
1710939600000,2024-03-20 13:00:00,BTCG/USD,64102.68,64102.68,63100.0,63100.0,0.36527306,23048.730086
1710936000000,2024-03-20 12:00:00,BTCG/USD,63195.5,64102.68,63195.5,64102.68,0.0037645,241.31453886
1710932400000,2024-03-20 11:00:00,BTCG/USD,62200.52,63462.25,62200.52,63195.5,0.00770386,486.84928463
1710928800000,2024-03-20 10:00:00,BTCG/USD,62828.22,62828.22,61200.01,62200.52,0.01424984,886.3474579168
1710925200000,2024-03-20 09:00:00,BTCG/USD,61200.03,62828.22,61200.02,62828.22,0.00755899,474.9178866978
1710921600000,2024-03-20 08:00:00,BTCG/USD,62200.52,62200.52,61200.03,61200.03,0.01209611,740.2822948833
1710918000000,2024-03-20 07:00:00,BTCG/USD,62200.52,62200.52,62200.52,62200.52,0.0,0.0
1710914400000,2024-03-20 06:00:00,BTCG/USD,61600.0,62200.52,61600.0,62200.52,6e-05,3.7320311999999998
1710910800000,2024-03-20 05:00:00,BTCG/USD,61579.09,61600.0,60925.62,61600.0,0.09876677,6084.033032
1710907200000,2024-03-20 04:00:00,BTCG/USD,61960.77,61960.77,61341.74,61579.09,0.0075756,466.49855420399996
1710903600000,2024-03-20 03:00:00,BTCG/USD,62713.1,62713.1,61960.77,61960.77,0.0038111,236.13869054699998
1710900000000,2024-03-20 02:00:00,BTCG/USD,61960.77,62907.97,60148.07,62713.1,0.02765213,1734.150793903
1710896400000,2024-03-20 01:00:00,BTCG/USD,62869.65,62869.65,61960.77,61960.77,0.00371109,229.94199393929998
1710892800000,2024-03-20 00:00:00,BTCG/USD,61960.77,63000.0,61960.77,62869.65,0.01151758,724.1062234469999
1710889200000,2024-03-19 23:00:00,BTCG/USD,62586.05,62586.05,61960.77,61960.77,0.00376711,233.4130362747
1710885600000,2024-03-19 22:00:00,BTCG/USD,63794.12,63794.12,62586.05,62586.05,0.07074713,4427.783415536501
1710882000000,2024-03-19 21:00:00,BTCG/USD,63794.12,63794.12,63794.12,63794.12,0.0,0.0
1710878400000,2024-03-19 20:00:00,BTCG/USD,64749.57,64749.57,63794.12,63794.12,0.00401931,256.40834445720003
1710874800000,2024-03-19 19:00:00,BTCG/USD,64500.0,64749.57,62586.05,64749.57,0.01814697,1175.0085043028998
1710871200000,2024-03-19 18:00:00,BTCG/USD,65403.0,65403.0,64500.0,64500.0,0.0038111,245.81595
1710867600000,2024-03-19 17:00:00,BTCG/USD,64749.57,65403.0,64749.57,65403.0,0.0037645,246.2095935
1710864000000,2024-03-19 16:00:00,BTCG/USD,63462.25,64749.57,63462.25,64749.57,0.007529,487.49951253
1710860400000,2024-03-19 15:00:00,BTCG/USD,62897.5,63462.25,62897.5,63462.25,0.0037645,238.903640125
1710856800000,2024-03-19 14:00:00,BTCG/USD,63105.5,63105.5,61960.77,62897.5,0.01585405,997.1801098750001
1710853200000,2024-03-19 13:00:00,BTCG/USD,62601.48,63641.33,61341.74,63105.5,0.03247179,2049.148543845
1710849600000,2024-03-19 12:00:00,BTCG/USD,62484.35,63487.86,60000.0,62601.48,0.0257491,1611.9317686680001
1710846000000,2024-03-19 11:00:00,BTCG/USD,63295.3,63341.05,58000.0,62484.35,1.85102142,115659.870264777
1710842400000,2024-03-19 10:00:00,BTCG/USD,64295.36,64295.36,62691.58,63295.3,1.11297268,70445.939672404
1710838800000,2024-03-19 09:00:00,BTCG/USD,64295.36,64295.36,64295.36,64295.36,0.0,0.0
1710835200000,2024-03-19 08:00:00,BTCG/USD,64295.36,64295.36,64295.36,64295.36,0.0,0.0
1710831600000,2024-03-19 07:00:00,BTCG/USD,64102.68,64295.36,64102.68,64295.36,0.01134258,729.2752644288
1710828000000,2024-03-19 06:00:00,BTCG/USD,65000.0,65000.0,62091.27,64102.68,0.0201985,1294.77798198
1710824400000,2024-03-19 05:00:00,BTCG/USD,65418.74,65418.74,65000.0,65000.0,0.00038461,24.999650000000003
1710820800000,2024-03-19 04:00:00,BTCG/USD,65500.0,65500.0,65418.74,65418.74,0.0014978,97.984188772
1710817200000,2024-03-19 03:00:00,BTCG/USD,66428.56,66428.56,64593.18,65500.0,0.03848604,2520.83562
1710813600000,2024-03-19 02:00:00,BTCG/USD,66428.56,66428.56,66428.56,66428.56,0.0,0.0
1710810000000,2024-03-19 01:00:00,BTCG/USD,67024.76,67107.64,66273.65,66428.56,0.03424056,2274.5510943936
1710806400000,2024-03-19 00:00:00,BTCG/USD,67603.34,68056.09,66452.56,67024.76,0.06965395,4668.539281802
1710802800000,2024-03-18 23:00:00,BTCG/USD,67603.34,67603.34,67603.34,67603.34,0.0,0.0
1710799200000,2024-03-18 22:00:00,BTCG/USD,67565.98,67603.34,67525.29,67603.34,0.00024713,16.7068134142
1710795600000,2024-03-18 21:00:00,BTCG/USD,66412.71,67565.98,66412.71,67565.98,0.02156948,1457.3630542903998
1710792000000,2024-03-18 20:00:00,BTCG/USD,67610.19,67610.19,64500.0,66412.71,0.01138669,756.2209408299001
1710788400000,2024-03-18 19:00:00,BTCG/USD,67610.19,67610.19,67610.19,67610.19,0.0,0.0
1710784800000,2024-03-18 18:00:00,BTCG/USD,67382.89,67610.19,64111.68,67610.19,0.01912083,1292.7629492577
1710781200000,2024-03-18 17:00:00,BTCG/USD,68056.09,68056.09,64200.0,67382.89,0.5396668,36364.308621052
1710777600000,2024-03-18 16:00:00,BTCG/USD,67382.89,68056.09,65144.39,68056.09,0.01570751,1068.9917142359
1710774000000,2024-03-18 15:00:00,BTCG/USD,67116.46,67382.89,65144.95,67382.89,0.01385102,933.3217570478
1710770400000,2024-03-18 14:00:00,BTCG/USD,67773.22,67773.22,67116.46,67116.46,0.0012691,85.17749938600001
1710766800000,2024-03-18 13:00:00,BTCG/USD,68163.0,68510.49,67116.46,67773.22,0.02054865,1392.6481771530002
1710763200000,2024-03-18 12:00:00,BTCG/USD,68329.29,68329.29,68163.0,68163.0,0.00205349,139.97203886999998
1710759600000,2024-03-18 11:00:00,BTCG/USD,68056.09,68329.29,68056.09,68329.29,0.01263793,863.5407839697
1710756000000,2024-03-18 10:00:00,BTCG/USD,67986.68,68056.09,65144.95,68056.09,0.02127367,1447.8028001503
1710752400000,2024-03-18 09:00:00,BTCG/USD,67986.68,67986.68,67986.68,67986.68,0.0,0.0
1710748800000,2024-03-18 08:00:00,BTCG/USD,68216.87,68216.87,67986.68,67986.68,0.00017478,11.8827119304
1710745200000,2024-03-18 07:00:00,BTCG/USD,68579.78,68579.78,68216.87,68216.87,0.01016484,693.4135688508
1710741600000,2024-03-18 06:00:00,BTCG/USD,68313.61,68679.97,68313.61,68579.78,0.01353076,927.9365440327999
1710738000000,2024-03-18 05:00:00,BTCG/USD,68306.31,68313.61,68306.31,68313.61,0.00989061,675.6632742021
1710734400000,2024-03-18 04:00:00,BTCG/USD,67896.35,68306.31,67767.9,68306.31,0.04768168,3256.9596154007995
1710730800000,2024-03-18 03:00:00,BTCG/USD,68444.88,68444.88,67124.5,67896.35,0.03277626,2225.388420651
1710727200000,2024-03-18 02:00:00,BTCG/USD,67601.04,68444.88,67601.04,68444.88,0.00399835,273.66658594800003
1710723600000,2024-03-18 01:00:00,BTCG/USD,67408.12,67601.04,67116.46,67601.04,0.07579059,5123.5227062136
1710720000000,2024-03-18 00:00:00,BTCG/USD,68363.32,68363.32,67408.12,67408.12,0.0134328,905.4797943359999
1710716400000,2024-03-17 23:00:00,BTCG/USD,68632.03,68632.03,68206.02,68363.32,0.01623219,1109.6863992708002
1710712800000,2024-03-17 22:00:00,BTCG/USD,68226.49,68632.03,68226.49,68632.03,0.00413509,283.7996209327
1710709200000,2024-03-17 21:00:00,BTCG/USD,68485.03,68485.03,68226.49,68226.49,0.01356017,925.1628029033001
1710705600000,2024-03-17 20:00:00,BTCG/USD,68251.22,68485.03,68251.22,68485.03,0.00995511,681.7760070032999
1710702000000,2024-03-17 19:00:00,BTCG/USD,68248.99,68251.22,68184.28,68251.22,0.00365063,249.15995126860003
1710698400000,2024-03-17 18:00:00,BTCG/USD,68056.09,68472.47,68056.09,68248.99,0.01251869,854.3879486231001
1710694800000,2024-03-17 17:00:00,BTCG/USD,68056.09,68056.09,68056.09,68056.09,0.0,0.0
1710691200000,2024-03-17 16:00:00,BTCG/USD,67983.67,68056.09,67983.54,68056.09,0.00723151,492.1482953959
1710687600000,2024-03-17 15:00:00,BTCG/USD,67382.89,67983.67,67246.49,67983.67,0.23451173,15942.9680634491
1710684000000,2024-03-17 14:00:00,BTCG/USD,67382.89,67382.89,67382.89,67382.89,0.0,0.0
1710680400000,2024-03-17 13:00:00,BTCG/USD,67376.15,67382.89,67376.15,67382.89,0.00029681,19.9999155809
1710676800000,2024-03-17 12:00:00,BTCG/USD,67382.89,67382.89,67376.15,67376.15,0.00207747,139.9719303405
1710673200000,2024-03-17 11:00:00,BTCG/USD,67382.89,67382.89,67382.89,67382.89,0.00248193,167.2396161777
1710669600000,2024-03-17 10:00:00,BTCG/USD,65144.39,67382.89,64200.01,67382.89,0.01534583,1034.0463748487
1710666000000,2024-03-17 09:00:00,BTCG/USD,65144.39,65144.39,65144.39,65144.39,0.0,0.0
1710662400000,2024-03-17 08:00:00,BTCG/USD,65403.0,66056.41,65144.39,65144.39,0.0468726,3053.486934714
1710658800000,2024-03-17 07:00:00,BTCG/USD,65144.39,65403.0,64200.01,65403.0,0.0488537,3195.1785411
1710655200000,2024-03-17 06:00:00,BTCG/USD,66337.34,66337.34,65144.39,65144.39,0.00560874,365.3779459686
1710651600000,2024-03-17 05:00:00,BTCG/USD,66474.52,66474.52,66337.34,66337.34,0.00426664,283.0375483376
1710648000000,2024-03-17 04:00:00,BTCG/USD,66200.0,66513.92,66200.0,66474.52,0.04686441,3115.2891598332003
1710644400000,2024-03-17 03:00:00,BTCG/USD,66342.84,66342.84,66200.0,66200.0,0.0001,6.62
1710640800000,2024-03-17 02:00:00,BTCG/USD,66056.41,66342.84,66056.41,66342.84,0.0058608,388.822116672
1710637200000,2024-03-17 01:00:00,BTCG/USD,65144.39,66056.41,65144.39,66056.41,0.02260008,1492.8801505128001
1710633600000,2024-03-17 00:00:00,BTCG/USD,65290.12,66100.0,65144.39,65144.39,0.08353462,5441.811863781801
1710630000000,2024-03-16 23:00:00,BTCG/USD,66000.0,66000.0,65000.0,65290.12,0.20276852,13238.781003022401
1710626400000,2024-03-16 22:00:00,BTCG/USD,66343.27,66343.27,66000.0,66000.0,0.01515151,999.99966
1710622800000,2024-03-16 21:00:00,BTCG/USD,66056.41,66428.73,66056.41,66343.27,0.01058128,701.9967159856001
1710619200000,2024-03-16 20:00:00,BTCG/USD,66056.41,66056.41,66056.41,66056.41,0.0,0.0
1710615600000,2024-03-16 19:00:00,BTCG/USD,66758.9,67490.66,65000.0,66056.41,0.09166691,6055.186990393101
1710612000000,2024-03-16 18:00:00,BTCG/USD,67988.73,67988.73,66758.9,66758.9,1.02282497,68282.66988973299
1710608400000,2024-03-16 17:00:00,BTCG/USD,68189.31,68189.31,67988.73,67988.73,0.01188635,808.1378408355
1710604800000,2024-03-16 16:00:00,BTCG/USD,68074.6,69422.72,68074.6,68189.31,0.00160834,109.6715948454
1710601200000,2024-03-16 15:00:00,BTCG/USD,67997.67,68161.07,67997.67,68074.6,0.01107654,754.031029884
1710597600000,2024-03-16 14:00:00,BTCG/USD,67682.88,67997.67,67682.88,67997.67,0.00288878,196.4303091426
1710594000000,2024-03-16 13:00:00,BTCG/USD,69415.78,69415.78,67000.0,67682.88,0.07430014,5028.8474596032
1710590400000,2024-03-16 12:00:00,BTCG/USD,67634.7,69415.78,67634.7,69415.78,0.00342666,237.8642766948
1710586800000,2024-03-16 11:00:00,BTCG/USD,68996.03,68996.03,67634.7,67634.7,0.0114001,771.04234347
1710583200000,2024-03-16 10:00:00,BTCG/USD,68996.03,68996.03,68996.03,68996.03,0.0,0.0
1710579600000,2024-03-16 09:00:00,BTCG/USD,69286.21,69286.21,68996.03,68996.03,0.01096668,756.6573822803999
1710576000000,2024-03-16 08:00:00,BTCG/USD,69165.19,69408.6,69165.19,69286.21,0.0198962,1378.532291402
1710572400000,2024-03-16 07:00:00,BTCG/USD,68943.85,69165.19,68943.85,69165.19,0.00991738,685.9374720022
1710568800000,2024-03-16 06:00:00,BTCG/USD,68943.85,68943.85,68943.85,68943.85,0.0,0.0
1710565200000,2024-03-16 05:00:00,BTCG/USD,69064.26,69064.26,68755.21,68943.85,0.01136336,783.433787336
1710561600000,2024-03-16 04:00:00,BTCG/USD,69064.26,69064.26,69064.26,69064.26,0.0,0.0
1710558000000,2024-03-16 03:00:00,BTCG/USD,69169.59,69169.59,69064.26,69064.26,0.01121545,774.5867548169999
1710554400000,2024-03-16 02:00:00,BTCG/USD,69914.94,69914.94,67116.46,69169.59,0.12318557,8520.6953708163
1710550800000,2024-03-16 01:00:00,BTCG/USD,69914.94,69914.94,69463.31,69914.94,0.01542831,1078.6693679514
1710547200000,2024-03-16 00:00:00,BTCG/USD,69463.31,69914.94,69463.31,69914.94,0.00029488,20.6165175072
1710543600000,2024-03-15 23:00:00,BTCG/USD,68000.0,69463.31,68000.0,69463.31,0.01403809,975.1321974778999
1710540000000,2024-03-15 22:00:00,BTCG/USD,68000.0,68000.0,68000.0,68000.0,0.0,0.0
1710536400000,2024-03-15 21:00:00,BTCG/USD,68000.0,68056.09,65500.1,68000.0,0.01764284,1199.71312
1710532800000,2024-03-15 20:00:00,BTCG/USD,68808.8,69297.69,68000.0,68000.0,0.05868742,3990.7445599999996
1710529200000,2024-03-15 19:00:00,BTCG/USD,70369.51,70369.51,67116.46,68808.8,0.02271168,1562.763446784
1710525600000,2024-03-15 18:00:00,BTCG/USD,67665.1,70369.51,67665.1,70369.51,0.00811496,571.0457588695999
1710522000000,2024-03-15 17:00:00,BTCG/USD,68337.9,68337.9,67277.67,67665.1,0.01350173,913.5959106230001
1710518400000,2024-03-15 16:00:00,BTCG/USD,68630.51,68630.51,67116.46,68337.9,0.04323048,2954.280219192
1710514800000,2024-03-15 15:00:00,BTCG/USD,68377.24,68630.51,67998.47,68630.51,0.01082377,742.8408552226999
1710511200000,2024-03-15 14:00:00,BTCG/USD,68347.94,68377.24,68160.95,68377.24,0.03636203,2486.3352521972
1710507600000,2024-03-15 13:00:00,BTCG/USD,67730.75,68347.94,67116.46,68347.94,0.49475647,33815.5855261718
1710504000000,2024-03-15 12:00:00,BTCG/USD,67381.89,67730.75,67381.89,67730.75,0.00214494,145.278394905
1710500400000,2024-03-15 11:00:00,BTCG/USD,67581.28,67581.28,65500.0,67381.89,0.01367281,921.2997794109
1710496800000,2024-03-15 10:00:00,BTCG/USD,67581.28,67581.28,67581.28,67581.28,0.0,0.0
1710493200000,2024-03-15 09:00:00,BTCG/USD,67116.46,67581.28,65500.0,67581.28,1.15074179,77768.60311769121
1710489600000,2024-03-15 08:00:00,BTCG/USD,69114.29,69114.29,67116.46,67116.46,0.0038111,255.78754070600002
1710486000000,2024-03-15 07:00:00,BTCG/USD,67782.23,69114.29,67782.23,69114.29,0.06959793,4810.2115174197
1710482400000,2024-03-15 06:00:00,BTCG/USD,67116.46,68056.09,67116.46,67782.23,0.00932054,631.7669860042
1710478800000,2024-03-15 05:00:00,BTCG/USD,66619.94,68056.09,65500.0,67116.46,0.02362832,1585.8491941472003
